DATAFLOW,LAST UPDATE,freq,leg_stat,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Hungary,2016,67550,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Hungary,2017,65005,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Hungary,2018,63312,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Hungary,2019,61185,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Hungary,2020,51479,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Hungary,2021,52699,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Hungary,2022,53219,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Ireland,2015,2267,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Iceland,2013,3456,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2008,257142,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2009,248881,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2010,250551,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2011,262161,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2012,256801,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2013,243858,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2014,223752,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2015,217721,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2016,195338,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2017,192209,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Italy,2018,213262,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2008,11577,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2009,11757,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2010,12839,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2011,12658,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2012,15731,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2013,18471,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2014,19255,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2015,16309,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2016,14621,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2017,17400,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2018,19123,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2019,17029,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2020,15660,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2021,14575,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Lithuania,2022,14511,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Luxembourg,2016,7886,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Luxembourg,2017,9083,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Luxembourg,2018,7713,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Luxembourg,2019,6920,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Luxembourg,2020,6878,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Luxembourg,2021,7542,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Luxembourg,2022,7082,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2008,9824,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2009,9771,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2010,8874,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2011,8547,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2012,8343,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2013,8025,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2014,8681,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2015,9144,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2016,8561,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2017,8853,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2018,8255,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2019,7784,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2020,6830,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2021,6584,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Latvia,2022,4652,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2010,639,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2011,1082,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2012,1379,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2013,2657,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2014,3001,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2015,2657,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2016,3524,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2017,3380,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2018,3176,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2019,3411,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2020,3557,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2021,3422,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Montenegro,2022,2837,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2008,9503,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2009,9801,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2010,9169,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2011,9810,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2012,9042,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2013,9539,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2014,11683,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2017,2533,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2019,4712,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2020,6351,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2021,7634,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,North Macedonia,2022,7769,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2008,102959,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2009,103998,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2010,88865,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2011,84946,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2012,80119,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2013,85785,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2014,83239,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2015,86472,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2016,76894,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2017,77214,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2018,74381,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2019,72569,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2020,56081,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2021,58441,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Netherlands,2022,59044,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2008,61891,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2009,59999,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2010,63000,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2011,61059,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2012,60413,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2013,64044,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2014,60879,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2015,62423,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2016,59672,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2017,56887,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2018,14526,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2019,14304,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2020,13808,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2021,13058,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Norway,2022,12439,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2008,420729,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2009,415272,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2010,432891,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2011,423464,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2012,408107,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2013,353208,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2014,295353,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2015,260034,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2016,289512,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2017,241436,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2018,275768,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2019,287978,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Poland,2020,251369,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2008,78079,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2009,69822,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2010,70076,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2011,70442,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2012,72231,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2013,65355,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2014,48658,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2015,53927,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2016,51383,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2017,47342,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2018,42740,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2019,41524,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2020,32415,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2021,39400,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Portugal,2022,42214,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2008,33171,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2009,31191,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2010,38628,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2011,44204,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2012,46162,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2013,44228,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2014,37706,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2015,40015,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2016,31807,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2017,34604,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2018,31376,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2019,32979,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2020,30870,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2021,34683,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Romania,2022,32372,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2008,42138,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2009,40880,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2010,21681,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2011,30807,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2012,31322,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2013,32241,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2014,35376,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2015,33189,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2016,32525,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2017,31759,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2018,29750,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2019,28112,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2020,25487,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2021,27508,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Serbia,2022,26200,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2008,63491,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2009,65932,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2010,68505,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2011,68344,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2012,66606,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2013,60622,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2014,56886,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2015,55553,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2016,52816,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2017,53376,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2018,56629,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2019,58703,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2020,64602,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2021,70258,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Sweden,2022,72395,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2008,8739,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2009,8035,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2010,8093,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2011,7596,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2012,8427,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2013,11321,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2014,9410,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2015,7926,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2016,6687,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2017,6252,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2018,6098,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2019,6036,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2020,4814,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2021,5736,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovenia,2022,5373,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2008,26555,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2009,28927,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2010,29431,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2011,28399,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2012,33234,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2013,34273,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2014,32056,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2015,28371,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2016,25999,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2017,25287,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2018,27985,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2019,27129,,
ESTAT:CRIM_JUST_AGE(1.0),23/04/24 23:00:00,Annual,Convicted person,Adult,Number,Slovakia,2020,24349,,
