Sex,Employment status,geo,year,In thousands
Total,Persons outside the labour force,Netherlands,2020,212.4
Total,Persons outside the labour force,Netherlands,2021,194.3
Total,Persons outside the labour force,Netherlands,2022,162.0
Total,Persons outside the labour force,Netherlands,2023,172.5
Total,Persons outside the labour force,Netherlands,2024,184.4
Total,Persons outside the labour force,Norway,2014,62.7
Total,Persons outside the labour force,Norway,2015,65.9
Total,Persons outside the labour force,Norway,2016,63.7
Total,Persons outside the labour force,Norway,2017,70.7
Total,Persons outside the labour force,Norway,2018,96.5
Total,Persons outside the labour force,Norway,2019,101.3
Total,Persons outside the labour force,Norway,2020,103.8
Total,Persons outside the labour force,Norway,2021,82.3
Total,Persons outside the labour force,Norway,2022,80.4
Total,Persons outside the labour force,Norway,2023,87.9
Total,Persons outside the labour force,Norway,2024,89.7
Total,Persons outside the labour force,Poland,2014,11.5
Total,Persons outside the labour force,Poland,2015,22.1
Total,Persons outside the labour force,Poland,2016,24.4
Total,Persons outside the labour force,Poland,2017,23.0
Total,Persons outside the labour force,Poland,2018,28.8
Total,Persons outside the labour force,Poland,2019,31.1
Total,Persons outside the labour force,Poland,2020,26.2
Total,Persons outside the labour force,Poland,2021,14.0
Total,Persons outside the labour force,Poland,2022,28.0
Total,Persons outside the labour force,Poland,2023,64.2
Total,Persons outside the labour force,Poland,2024,81.2
Total,Persons outside the labour force,Portugal,2014,43.4
Total,Persons outside the labour force,Portugal,2015,40.8
Total,Persons outside the labour force,Portugal,2016,34.9
Total,Persons outside the labour force,Portugal,2017,32.3
Total,Persons outside the labour force,Portugal,2018,40.9
Total,Persons outside the labour force,Portugal,2019,44.7
Total,Persons outside the labour force,Portugal,2020,47.6
Total,Persons outside the labour force,Portugal,2021,19.8
Total,Persons outside the labour force,Portugal,2022,34.8
Total,Persons outside the labour force,Portugal,2023,73.7
Total,Persons outside the labour force,Portugal,2024,86.3
Total,Persons outside the labour force,Romania,2021,7.1
Total,Persons outside the labour force,Romania,2023,7.4
Total,Persons outside the labour force,Romania,2024,10.2
Total,Persons outside the labour force,Serbia,2014,11.1
Total,Persons outside the labour force,Serbia,2015,8.6
Total,Persons outside the labour force,Serbia,2016,7.0
Total,Persons outside the labour force,Serbia,2017,5.1
Total,Persons outside the labour force,Serbia,2018,4.1
Total,Persons outside the labour force,Serbia,2019,4.9
Total,Persons outside the labour force,Serbia,2020,5.5
Total,Persons outside the labour force,Serbia,2021,6.1
Total,Persons outside the labour force,Serbia,2022,4.2
Total,Persons outside the labour force,Serbia,2023,3.7
Total,Persons outside the labour force,Serbia,2024,5.0
Total,Persons outside the labour force,Sweden,2014,117.8
Total,Persons outside the labour force,Sweden,2015,122.5
Total,Persons outside the labour force,Sweden,2016,130.6
Total,Persons outside the labour force,Sweden,2017,126.0
Total,Persons outside the labour force,Sweden,2018,148.0
Total,Persons outside the labour force,Sweden,2019,162.7
Total,Persons outside the labour force,Sweden,2020,161.6
Total,Persons outside the labour force,Sweden,2021,136.9
Total,Persons outside the labour force,Sweden,2022,120.3
Total,Persons outside the labour force,Sweden,2023,97.4
Total,Persons outside the labour force,Sweden,2024,98.4
Total,Persons outside the labour force,Slovenia,2014,14.9
Total,Persons outside the labour force,Slovenia,2015,11.1
Total,Persons outside the labour force,Slovenia,2016,13.4
Total,Persons outside the labour force,Slovenia,2017,14.4
Total,Persons outside the labour force,Slovenia,2018,17.2
Total,Persons outside the labour force,Slovenia,2019,17.2
Total,Persons outside the labour force,Slovenia,2020,17.5
Total,Persons outside the labour force,Slovenia,2021,17.9
Total,Persons outside the labour force,Slovenia,2022,20.1
Total,Persons outside the labour force,Slovenia,2023,25.0
Total,Persons outside the labour force,Slovenia,2024,28.3
Total,Persons outside the labour force,Slovakia,2016,2.4
Total,Persons outside the labour force,Slovakia,2017,2.2
Total,Persons outside the labour force,Slovakia,2020,3.2
Total,Persons outside the labour force,United Kingdom,2014,1033.6
Total,Persons outside the labour force,United Kingdom,2015,1057.5
Total,Persons outside the labour force,United Kingdom,2016,1125.1
Total,Persons outside the labour force,United Kingdom,2017,1122.2
Total,Persons outside the labour force,United Kingdom,2018,1045.9
Total,Persons outside the labour force,United Kingdom,2019,1031.2
Total,Unemployed persons,Austria,2014,64.5
Total,Unemployed persons,Austria,2015,69.4
Total,Unemployed persons,Austria,2016,82.6
Total,Unemployed persons,Austria,2017,77.8
Total,Unemployed persons,Austria,2018,73.3
Total,Unemployed persons,Austria,2019,69.3
Total,Unemployed persons,Austria,2020,93.1
Total,Unemployed persons,Austria,2021,100.5
Total,Unemployed persons,Austria,2022,83.7
Total,Unemployed persons,Austria,2023,97.4
Total,Unemployed persons,Austria,2024,98.9
Total,Unemployed persons,Belgium,2014,88.3
Total,Unemployed persons,Belgium,2015,85.8
Total,Unemployed persons,Belgium,2016,80.9
Total,Unemployed persons,Belgium,2017,80.0
Total,Unemployed persons,Belgium,2018,69.0
Total,Unemployed persons,Belgium,2019,58.8
Total,Unemployed persons,Belgium,2020,58.0
Total,Unemployed persons,Belgium,2021,68.0
Total,Unemployed persons,Belgium,2022,62.4
Total,Unemployed persons,Belgium,2023,64.1
Total,Unemployed persons,Belgium,2024,69.4
Total,Unemployed persons,Switzerland,2014,103.4
Total,Unemployed persons,Switzerland,2015,106.0
Total,Unemployed persons,Switzerland,2016,111.3
Total,Unemployed persons,Switzerland,2017,106.9
Total,Unemployed persons,Switzerland,2018,107.3
Total,Unemployed persons,Switzerland,2019,99.0
Total,Unemployed persons,Switzerland,2020,105.8
Total,Unemployed persons,Switzerland,2021,116.4
Total,Unemployed persons,Switzerland,2022,94.7
Total,Unemployed persons,Switzerland,2023,93.1
Total,Unemployed persons,Switzerland,2024,109.1
Total,Unemployed persons,Cyprus,2014,11.4
Total,Unemployed persons,Cyprus,2015,11.1
Total,Unemployed persons,Cyprus,2016,10.1
Total,Unemployed persons,Cyprus,2017,8.7
Total,Unemployed persons,Cyprus,2018,6.8
Total,Unemployed persons,Cyprus,2019,5.9
Total,Unemployed persons,Cyprus,2020,9.7
Total,Unemployed persons,Cyprus,2021,9.8
Total,Unemployed persons,Cyprus,2022,9.1
Total,Unemployed persons,Cyprus,2023,9.7
Total,Unemployed persons,Cyprus,2024,8.8
Total,Unemployed persons,Czechia,2014,6.3
Total,Unemployed persons,Czechia,2015,5.0
Total,Unemployed persons,Czechia,2016,4.4
Total,Unemployed persons,Czechia,2017,3.4
Total,Unemployed persons,Czechia,2018,2.8
Total,Unemployed persons,Czechia,2019,3.5
Total,Unemployed persons,Czechia,2020,4.4
Total,Unemployed persons,Czechia,2021,4.7
Total,Unemployed persons,Czechia,2022,4.6
Total,Unemployed persons,Czechia,2023,7.4
Total,Unemployed persons,Czechia,2024,9.9
Total,Unemployed persons,Germany,2014,378.3
Total,Unemployed persons,Germany,2015,393.1
Total,Unemployed persons,Germany,2016,407.7
Total,Unemployed persons,Germany,2017,408.1
Total,Unemployed persons,Germany,2018,402.0
Total,Unemployed persons,Germany,2019,387.4
Total,Unemployed persons,Germany,2020,513.0
Total,Unemployed persons,Germany,2021,435.4
Total,Unemployed persons,Germany,2022,408.3
Total,Unemployed persons,Germany,2023,433.2
Total,Unemployed persons,Germany,2024,535.9
Total,Unemployed persons,Denmark,2014,28.7
Total,Unemployed persons,Denmark,2015,29.2
Total,Unemployed persons,Denmark,2016,25.7
Total,Unemployed persons,Denmark,2017,24.6
Total,Unemployed persons,Denmark,2018,24.6
Total,Unemployed persons,Denmark,2019,19.0
Total,Unemployed persons,Denmark,2020,22.1
Total,Unemployed persons,Denmark,2021,20.4
Total,Unemployed persons,Denmark,2022,21.3
Total,Unemployed persons,Denmark,2023,22.9
Total,Unemployed persons,Denmark,2024,30.7
Total,Unemployed persons,Estonia,2014,12.3
Total,Unemployed persons,Estonia,2015,9.0
Total,Unemployed persons,Estonia,2016,11.9
Total,Unemployed persons,Estonia,2017,9.9
Total,Unemployed persons,Estonia,2018,9.5
Total,Unemployed persons,Estonia,2019,7.4
Total,Unemployed persons,Estonia,2020,10.0
Total,Unemployed persons,Estonia,2021,10.7
Total,Unemployed persons,Estonia,2022,8.5
Total,Unemployed persons,Estonia,2023,10.8
Total,Unemployed persons,Estonia,2024,15.1
Total,Unemployed persons,Greece,2014,130.6
Total,Unemployed persons,Greece,2015,107.6
Total,Unemployed persons,Greece,2016,94.8
Total,Unemployed persons,Greece,2017,80.6
Total,Unemployed persons,Greece,2018,73.9
Total,Unemployed persons,Greece,2019,81.2
Total,Unemployed persons,Greece,2020,74.2
Total,Unemployed persons,Greece,2021,48.1
Total,Unemployed persons,Greece,2022,37.6
Total,Unemployed persons,Greece,2023,29.7
Total,Unemployed persons,Greece,2024,29.2
Total,Unemployed persons,Spain,2014,969.1
Total,Unemployed persons,Spain,2015,833.6
Total,Unemployed persons,Spain,2016,716.8
Total,Unemployed persons,Spain,2017,647.9
Total,Unemployed persons,Spain,2018,612.4
Total,Unemployed persons,Spain,2019,598.6
Total,Unemployed persons,Spain,2020,753.6
Total,Unemployed persons,Spain,2021,717.7
Total,Unemployed persons,Spain,2022,646.6
Total,Unemployed persons,Spain,2023,645.4
Total,Unemployed persons,Spain,2024,642.1
Total,Unemployed persons,Finland,2014,15.4
Total,Unemployed persons,Finland,2015,15.7
Total,Unemployed persons,Finland,2016,15.9
Total,Unemployed persons,Finland,2017,14.0
Total,Unemployed persons,Finland,2018,15.4
Total,Unemployed persons,Finland,2019,12.6
Total,Unemployed persons,Finland,2020,15.0
Total,Unemployed persons,Finland,2021,22.6
Total,Unemployed persons,Finland,2022,21.1
Total,Unemployed persons,Finland,2023,30.5
Total,Unemployed persons,Finland,2024,37.8
Total,Unemployed persons,France,2014,345.1
Total,Unemployed persons,France,2015,367.4
Total,Unemployed persons,France,2016,357.8
Total,Unemployed persons,France,2017,353.9
Total,Unemployed persons,France,2018,333.6
Total,Unemployed persons,France,2019,299.9
Total,Unemployed persons,France,2020,295.0
Total,Unemployed persons,France,2021,291.1
Total,Unemployed persons,France,2022,280.6
Total,Unemployed persons,France,2023,284.6
Total,Unemployed persons,France,2024,314.9
Total,Unemployed persons,Croatia,2018,1.1
Total,Unemployed persons,Croatia,2021,1.4
Total,Unemployed persons,Hungary,2020,2.9
Total,Unemployed persons,Ireland,2014,45.6
Total,Unemployed persons,Ireland,2015,37.3
Total,Unemployed persons,Ireland,2016,31.5
Total,Unemployed persons,Ireland,2017,27.1
Total,Unemployed persons,Ireland,2018,27.0
Total,Unemployed persons,Ireland,2019,23.1
Total,Unemployed persons,Ireland,2020,29.6
Total,Unemployed persons,Ireland,2021,31.9
Total,Unemployed persons,Ireland,2022,26.0
Total,Unemployed persons,Ireland,2023,28.1
Total,Unemployed persons,Ireland,2024,34.0
Total,Unemployed persons,Iceland,2014,0.8
Total,Unemployed persons,Iceland,2015,0.8
Total,Unemployed persons,Iceland,2016,0.5
Total,Unemployed persons,Iceland,2018,0.6
Total,Unemployed persons,Iceland,2019,0.6
Total,Unemployed persons,Iceland,2020,1.8
Total,Unemployed persons,Iceland,2021,2.6
Total,Unemployed persons,Iceland,2022,1.8
Total,Unemployed persons,Iceland,2023,1.9
Total,Unemployed persons,Iceland,2024,2.0
Total,Unemployed persons,Italy,2014,464.9
Total,Unemployed persons,Italy,2015,454.5
Total,Unemployed persons,Italy,2016,434.5
Total,Unemployed persons,Italy,2017,402.6
Total,Unemployed persons,Italy,2018,376.6
Total,Unemployed persons,Italy,2019,376.7
Total,Unemployed persons,Italy,2020,333.6
Total,Unemployed persons,Italy,2021,375.1
Total,Unemployed persons,Italy,2022,318.8
Total,Unemployed persons,Italy,2023,299.7
Total,Unemployed persons,Italy,2024,278.3
Total,Unemployed persons,Lithuania,2021,1.2
Total,Unemployed persons,Lithuania,2022,1.6
Total,Unemployed persons,Lithuania,2023,1.4
Total,Unemployed persons,Lithuania,2024,2.9
Total,Unemployed persons,Luxembourg,2014,10.5
Total,Unemployed persons,Luxembourg,2015,12.8
Total,Unemployed persons,Luxembourg,2016,12.1
Total,Unemployed persons,Luxembourg,2017,10.7
Total,Unemployed persons,Luxembourg,2018,10.6
Total,Unemployed persons,Luxembourg,2019,11.4
Total,Unemployed persons,Luxembourg,2020,14.4
Total,Unemployed persons,Luxembourg,2021,10.8
Total,Unemployed persons,Luxembourg,2022,8.2
Total,Unemployed persons,Luxembourg,2023,10.1
Total,Unemployed persons,Luxembourg,2024,13.3
Total,Unemployed persons,Latvia,2014,18.7
Total,Unemployed persons,Latvia,2015,16.2
Total,Unemployed persons,Latvia,2016,15.2
Total,Unemployed persons,Latvia,2017,13.6
Total,Unemployed persons,Latvia,2018,12.7
Total,Unemployed persons,Latvia,2019,8.2
Total,Unemployed persons,Latvia,2020,11.8
Total,Unemployed persons,Latvia,2021,11.7
Total,Unemployed persons,Latvia,2022,9.4
Total,Unemployed persons,Latvia,2023,7.5
Total,Unemployed persons,Latvia,2024,8.4
Total,Unemployed persons,Montenegro,2014,1.5
Total,Unemployed persons,Montenegro,2015,1.4
Total,Unemployed persons,Montenegro,2016,1.4
Total,Unemployed persons,Malta,2014,0.6
Total,Unemployed persons,Malta,2015,0.6
Total,Unemployed persons,Malta,2016,0.5
Total,Unemployed persons,Malta,2017,2.1
Total,Unemployed persons,Malta,2018,3.6
Total,Unemployed persons,Malta,2019,4.9
Total,Unemployed persons,Malta,2020,5.7
Total,Unemployed persons,Malta,2021,3.8
Total,Unemployed persons,Malta,2022,5.3
Total,Unemployed persons,Malta,2023,5.6
Total,Unemployed persons,Malta,2024,5.1
Total,Unemployed persons,Netherlands,2014,44.9
Total,Unemployed persons,Netherlands,2015,50.6
Total,Unemployed persons,Netherlands,2016,40.3
Total,Unemployed persons,Netherlands,2017,33.5
Total,Unemployed persons,Netherlands,2018,31.7
Total,Unemployed persons,Netherlands,2019,31.5
Total,Unemployed persons,Netherlands,2020,35.1
Total,Unemployed persons,Netherlands,2021,46.3
Total,Unemployed persons,Netherlands,2022,30.3
Total,Unemployed persons,Netherlands,2023,43.2
Total,Unemployed persons,Netherlands,2024,48.9
Total,Unemployed persons,Norway,2014,19.3
Total,Unemployed persons,Norway,2015,27.5
Total,Unemployed persons,Norway,2016,25.4
Total,Unemployed persons,Norway,2017,23.0
Total,Unemployed persons,Norway,2018,27.5
Total,Unemployed persons,Norway,2019,25.3
Total,Unemployed persons,Norway,2020,33.2
Total,Unemployed persons,Norway,2021,30.9
Total,Unemployed persons,Norway,2022,18.8
Total,Unemployed persons,Norway,2023,26.1
Total,Unemployed persons,Norway,2024,26.1
Total,Unemployed persons,Poland,2016,5.6
Total,Unemployed persons,Poland,2017,6.6
Total,Unemployed persons,Poland,2018,5.7
Total,Unemployed persons,Poland,2019,7.8
Total,Unemployed persons,Poland,2023,11.7
Total,Unemployed persons,Poland,2024,13.2
Total,Unemployed persons,Portugal,2014,30.8
Total,Unemployed persons,Portugal,2015,26.3
Total,Unemployed persons,Portugal,2016,22.8
Total,Unemployed persons,Portugal,2017,17.1
Total,Unemployed persons,Portugal,2018,14.6
Total,Unemployed persons,Portugal,2019,20.3
Total,Unemployed persons,Portugal,2020,22.6
Total,Unemployed persons,Portugal,2021,8.5
Total,Unemployed persons,Portugal,2022,19.9
Total,Unemployed persons,Portugal,2023,35.3
Total,Unemployed persons,Portugal,2024,44.3
Total,Unemployed persons,Serbia,2014,2.1
Total,Unemployed persons,Serbia,2016,1.1
Total,Unemployed persons,Serbia,2017,1.7
Total,Unemployed persons,Serbia,2021,1.3
Total,Unemployed persons,Serbia,2023,2.0
Total,Unemployed persons,Serbia,2024,1.3
Total,Unemployed persons,Sweden,2014,67.4
Total,Unemployed persons,Sweden,2015,70.3
Total,Unemployed persons,Sweden,2016,79.6
Total,Unemployed persons,Sweden,2017,84.3
Total,Unemployed persons,Sweden,2018,91.2
Total,Unemployed persons,Sweden,2019,96.4
Total,Unemployed persons,Sweden,2020,125.5
Total,Unemployed persons,Sweden,2021,113.9
Total,Unemployed persons,Sweden,2022,85.9
Total,Unemployed persons,Sweden,2023,91.2
Total,Unemployed persons,Sweden,2024,90.4
Total,Unemployed persons,Slovenia,2014,5.9
Total,Unemployed persons,Slovenia,2015,5.6
Total,Unemployed persons,Slovenia,2016,5.9
Total,Unemployed persons,Slovenia,2017,4.2
Total,Unemployed persons,Slovenia,2018,3.8
Total,Unemployed persons,Slovenia,2019,3.8
Total,Unemployed persons,Slovenia,2020,4.7
Total,Unemployed persons,Slovenia,2021,4.4
Total,Unemployed persons,Slovenia,2022,4.3
Total,Unemployed persons,Slovenia,2023,4.1
Total,Unemployed persons,Slovenia,2024,6.4
Total,Unemployed persons,United Kingdom,2014,224.4
Total,Unemployed persons,United Kingdom,2015,220.8
Total,Unemployed persons,United Kingdom,2016,207.6
Total,Unemployed persons,United Kingdom,2017,195.3
Total,Unemployed persons,United Kingdom,2018,168.8
Total,Unemployed persons,United Kingdom,2019,171.1
