sex,citizen,geo,year,Number per 1000 people
Females,Reporting country,Ireland,2020,48.3
Females,Reporting country,Ireland,2021,58.1
Females,Reporting country,Ireland,2022,42.9
Females,Reporting country,Ireland,2023,40.3
Females,Reporting country,Iceland,2014,3.8
Females,Reporting country,Iceland,2015,3.4
Females,Reporting country,Iceland,2016,2.6
Females,Reporting country,Iceland,2017,2.4
Females,Reporting country,Iceland,2018,2.1
Females,Reporting country,Iceland,2019,2.7
Females,Reporting country,Iceland,2020,4.3
Females,Reporting country,Iceland,2021,4.6
Females,Reporting country,Iceland,2022,2.7
Females,Reporting country,Iceland,2023,2.6
Females,Reporting country,Italy,2014,1266.4
Females,Reporting country,Italy,2015,1136.4
Females,Reporting country,Italy,2016,1170.2
Females,Reporting country,Italy,2017,1155.7
Females,Reporting country,Italy,2018,1080.5
Females,Reporting country,Italy,2019,1010.7
Females,Reporting country,Italy,2020,913.9
Females,Reporting country,Italy,2021,931.9
Females,Reporting country,Italy,2022,828.6
Females,Reporting country,Italy,2023,798.6
Females,Reporting country,Lithuania,2014,68.1
Females,Reporting country,Lithuania,2015,60.3
Females,Reporting country,Lithuania,2016,49.5
Females,Reporting country,Lithuania,2017,41.7
Females,Reporting country,Lithuania,2018,39.4
Females,Reporting country,Lithuania,2019,40.2
Females,Reporting country,Lithuania,2020,56.1
Females,Reporting country,Lithuania,2021,47.6
Females,Reporting country,Lithuania,2022,41.7
Females,Reporting country,Lithuania,2023,48.1
Females,Reporting country,Luxembourg,2014,1.8
Females,Reporting country,Luxembourg,2015,2.7
Females,Reporting country,Luxembourg,2016,2.3
Females,Reporting country,Luxembourg,2017,2.2
Females,Reporting country,Luxembourg,2018,2.8
Females,Reporting country,Luxembourg,2019,2.4
Females,Reporting country,Luxembourg,2020,2.7
Females,Reporting country,Luxembourg,2021,2.7
Females,Reporting country,Luxembourg,2022,3.1
Females,Reporting country,Luxembourg,2023,3.9
Females,Reporting country,Latvia,2014,42.1
Females,Reporting country,Latvia,2015,35.9
Females,Reporting country,Latvia,2016,34.3
Females,Reporting country,Latvia,2017,33.0
Females,Reporting country,Latvia,2018,26.7
Females,Reporting country,Latvia,2019,23.2
Females,Reporting country,Latvia,2020,29.0
Females,Reporting country,Latvia,2021,25.2
Females,Reporting country,Latvia,2022,22.1
Females,Reporting country,Latvia,2023,22.5
Females,Reporting country,Montenegro,2014,20.7
Females,Reporting country,Montenegro,2015,20.3
Females,Reporting country,Montenegro,2016,19.9
Females,Reporting country,Montenegro,2017,19.9
Females,Reporting country,Montenegro,2018,18.2
Females,Reporting country,Montenegro,2019,19.8
Females,Reporting country,Montenegro,2020,21.5
Females,Reporting country,North Macedonia,2014,108.4
Females,Reporting country,North Macedonia,2015,94.2
Females,Reporting country,North Macedonia,2016,83.2
Females,Reporting country,North Macedonia,2017,80.8
Females,Reporting country,North Macedonia,2018,74.4
Females,Reporting country,North Macedonia,2019,71.8
Females,Reporting country,North Macedonia,2020,61.3
Females,Reporting country,Malta,2014,3.5
Females,Reporting country,Malta,2015,3.7
Females,Reporting country,Malta,2016,4.0
Females,Reporting country,Malta,2017,3.5
Females,Reporting country,Malta,2018,2.6
Females,Reporting country,Malta,2019,2.3
Females,Reporting country,Malta,2020,3.0
Females,Reporting country,Malta,2021,2.2
Females,Reporting country,Malta,2022,1.9
Females,Reporting country,Malta,2023,2.1
Females,Reporting country,Netherlands,2014,289.0
Females,Reporting country,Netherlands,2015,269.2
Females,Reporting country,Netherlands,2016,245.7
Females,Reporting country,Netherlands,2017,201.8
Females,Reporting country,Netherlands,2018,148.1
Females,Reporting country,Netherlands,2019,124.8
Females,Reporting country,Netherlands,2020,149.9
Females,Reporting country,Netherlands,2021,178.5
Females,Reporting country,Netherlands,2022,159.9
Females,Reporting country,Netherlands,2023,154.5
Females,Reporting country,Norway,2014,33.4
Females,Reporting country,Norway,2015,39.3
Females,Reporting country,Norway,2016,39.9
Females,Reporting country,Norway,2017,37.2
Females,Reporting country,Norway,2018,32.3
Females,Reporting country,Norway,2019,35.1
Females,Reporting country,Norway,2020,39.4
Females,Reporting country,Norway,2021,42.9
Females,Reporting country,Norway,2022,33.4
Females,Reporting country,Norway,2023,35.7
Females,Reporting country,Poland,2014,749.0
Females,Reporting country,Poland,2015,600.9
Females,Reporting country,Poland,2016,478.1
Females,Reporting country,Poland,2017,376.5
Females,Reporting country,Poland,2018,293.6
Females,Reporting country,Poland,2019,273.9
Females,Reporting country,Poland,2020,253.9
Females,Reporting country,Poland,2021,269.8
Females,Reporting country,Poland,2022,231.0
Females,Reporting country,Poland,2023,226.0
Females,Reporting country,Portugal,2014,347.4
Females,Reporting country,Portugal,2015,305.7
Females,Reporting country,Portugal,2016,269.1
Females,Reporting country,Portugal,2017,229.0
Females,Reporting country,Portugal,2018,179.6
Females,Reporting country,Portugal,2019,169.5
Females,Reporting country,Portugal,2020,166.0
Females,Reporting country,Portugal,2021,169.3
Females,Reporting country,Portugal,2022,157.2
Females,Reporting country,Portugal,2023,158.8
Females,Reporting country,Romania,2014,244.6
Females,Reporting country,Romania,2015,229.0
Females,Reporting country,Romania,2016,190.9
Females,Reporting country,Romania,2017,158.3
Females,Reporting country,Romania,2018,135.2
Females,Reporting country,Romania,2019,130.0
Females,Reporting country,Romania,2020,178.5
Females,Reporting country,Romania,2021,171.9
Females,Reporting country,Romania,2022,175.7
Females,Reporting country,Romania,2023,176.3
Females,Reporting country,Serbia,2014,279.6
Females,Reporting country,Serbia,2015,254.9
Females,Reporting country,Serbia,2016,227.3
Females,Reporting country,Serbia,2017,203.7
Females,Reporting country,Serbia,2018,196.4
Females,Reporting country,Serbia,2019,159.4
Females,Reporting country,Serbia,2020,133.3
Females,Reporting country,Serbia,2021,167.7
Females,Reporting country,Serbia,2022,140.0
Females,Reporting country,Serbia,2023,139.5
Females,Reporting country,Sweden,2014,157.9
Females,Reporting country,Sweden,2015,148.3
Females,Reporting country,Sweden,2016,131.3
Females,Reporting country,Sweden,2017,124.1
Females,Reporting country,Sweden,2018,119.2
Females,Reporting country,Sweden,2019,133.3
Females,Reporting country,Sweden,2020,153.2
Females,Reporting country,Sweden,2021,177.5
Females,Reporting country,Sweden,2022,165.0
Females,Reporting country,Sweden,2023,163.9
Females,Reporting country,Slovenia,2014,45.9
Females,Reporting country,Slovenia,2015,43.3
Females,Reporting country,Slovenia,2016,36.1
Females,Reporting country,Slovenia,2017,33.0
Females,Reporting country,Slovenia,2018,24.7
Females,Reporting country,Slovenia,2019,21.1
Females,Reporting country,Slovenia,2020,23.4
Females,Reporting country,Slovenia,2021,21.8
Females,Reporting country,Slovenia,2022,17.4
Females,Reporting country,Slovenia,2023,14.7
Females,Reporting country,Slovakia,2014,164.9
Females,Reporting country,Slovakia,2015,158.8
Females,Reporting country,Slovakia,2016,133.8
Females,Reporting country,Slovakia,2017,104.9
Females,Reporting country,Slovakia,2018,86.6
Females,Reporting country,Slovakia,2019,73.5
Females,Reporting country,Slovakia,2020,86.7
Females,Reporting country,Slovakia,2021,89.8
Females,Reporting country,Slovakia,2022,82.9
Females,Reporting country,Slovakia,2023,77.1
Females,Reporting country,United Kingdom,2014,760.5
Females,Reporting country,United Kingdom,2015,671.2
Females,Reporting country,United Kingdom,2016,611.5
Females,Reporting country,United Kingdom,2017,540.2
Females,Reporting country,United Kingdom,2018,525.9
Females,Reporting country,United Kingdom,2019,470.4
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2014,14.9
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2015,15.5
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2016,19.6
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2017,19.3
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2018,18.8
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2019,18.6
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2020,21.3
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2021,24.2
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2022,22.4
Females,Non-EU27 countries (from 2020) nor reporting country,Austria,2023,24.3
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2014,17.4
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2015,15.4
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2016,17.9
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2017,15.1
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2018,11.7
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2019,11.4
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2020,10.0
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2021,16.7
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2022,16.4
Females,Non-EU27 countries (from 2020) nor reporting country,Belgium,2023,11.4
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2014,25.5
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2015,25.7
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2016,26.2
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2017,24.3
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2018,30.0
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2019,26.1
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2020,26.6
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2021,29.3
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2022,23.9
Females,Non-EU27 countries (from 2020) nor reporting country,Switzerland,2023,24.9
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2014,1.8
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2015,2.0
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2016,1.7
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2017,1.5
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2018,1.1
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2019,0.9
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2020,1.5
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2021,1.7
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2022,2.3
Females,Non-EU27 countries (from 2020) nor reporting country,Cyprus,2023,2.5
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2014,1.3
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2015,1.6
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2016,0.7
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2017,1.2
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2018,0.7
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2019,1.4
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2020,1.5
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2021,2.2
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2022,1.4
Females,Non-EU27 countries (from 2020) nor reporting country,Czechia,2023,3.4
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2014,92.3
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2015,94.8
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2016,95.1
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2017,86.2
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2018,86.3
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2019,86.2
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2020,124.5
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2021,101.1
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2022,109.3
Females,Non-EU27 countries (from 2020) nor reporting country,Germany,2023,132.1
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2014,9.3
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2015,10.7
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2016,9.4
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2017,7.6
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2018,6.6
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2019,5.9
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2020,8.1
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2021,7.1
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2022,7.0
Females,Non-EU27 countries (from 2020) nor reporting country,Denmark,2023,7.5
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2014,5.2
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2015,4.1
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2016,4.7
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2017,3.5
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2018,4.0
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2019,3.7
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2020,4.1
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2021,4.8
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2022,3.1
Females,Non-EU27 countries (from 2020) nor reporting country,Estonia,2023,6.4
Females,Non-EU27 countries (from 2020) nor reporting country,Greece,2014,45.4
Females,Non-EU27 countries (from 2020) nor reporting country,Greece,2015,40.6
Females,Non-EU27 countries (from 2020) nor reporting country,Greece,2016,36.5
