citizenship,geo,employment_rate,year,Sex
Reporting country,Bulgaria,62.1,2013,Males
Reporting country,Bulgaria,63.9,2014,Males
Reporting country,Bulgaria,65.9,2015,Males
Reporting country,Bulgaria,66.7,2016,Males
Reporting country,Bulgaria,70.6,2017,Males
Reporting country,Bulgaria,71.5,2018,Males
Reporting country,Bulgaria,74.4,2019,Males
Reporting country,Bulgaria,72.9,2020,Males
Reporting country,Bulgaria,72.3,2021,Males
Reporting country,Bulgaria,74.0,2022,Males
Reporting country,Bulgaria,73.9,2023,Males
Reporting country,Bulgaria,74.1,2024,Males
Reporting country,Bulgaria,50.7,2001,Total
Reporting country,Bulgaria,51.1,2002,Total
Reporting country,Bulgaria,53.0,2003,Total
Reporting country,Bulgaria,55.1,2004,Total
Reporting country,Bulgaria,55.8,2005,Total
Reporting country,Bulgaria,58.7,2006,Total
Reporting country,Bulgaria,61.7,2007,Total
Reporting country,Bulgaria,64.0,2008,Total
Reporting country,Bulgaria,62.6,2009,Total
Reporting country,Bulgaria,59.8,2010,Total
Reporting country,Bulgaria,58.5,2011,Total
Reporting country,Bulgaria,58.8,2012,Total
Reporting country,Bulgaria,59.5,2013,Total
Reporting country,Bulgaria,61.1,2014,Total
Reporting country,Bulgaria,62.9,2015,Total
Reporting country,Bulgaria,63.4,2016,Total
Reporting country,Bulgaria,66.9,2017,Total
Reporting country,Bulgaria,67.8,2018,Total
Reporting country,Bulgaria,70.4,2019,Total
Reporting country,Bulgaria,68.9,2020,Total
Reporting country,Bulgaria,68.5,2021,Total
Reporting country,Bulgaria,70.7,2022,Total
Reporting country,Bulgaria,70.7,2023,Total
Reporting country,Bulgaria,71.0,2024,Total
Total,Bulgaria,47.2,2000,Females
Total,Bulgaria,47.9,2001,Females
Total,Bulgaria,48.2,2002,Females
Total,Bulgaria,49.5,2003,Females
Total,Bulgaria,51.6,2004,Females
Total,Bulgaria,51.7,2005,Females
Total,Bulgaria,54.6,2006,Females
Total,Bulgaria,57.6,2007,Females
Total,Bulgaria,59.5,2008,Females
Total,Bulgaria,58.3,2009,Females
Total,Bulgaria,56.2,2010,Females
Total,Bulgaria,55.6,2011,Females
Total,Bulgaria,56.3,2012,Females
Total,Bulgaria,56.8,2013,Females
Total,Bulgaria,58.2,2014,Females
Total,Bulgaria,59.8,2015,Females
Total,Bulgaria,60.0,2016,Females
Total,Bulgaria,63.1,2017,Females
Total,Bulgaria,63.9,2018,Females
Total,Bulgaria,66.4,2019,Females
Total,Bulgaria,64.8,2020,Females
Total,Bulgaria,64.6,2021,Females
Total,Bulgaria,67.2,2022,Females
Total,Bulgaria,67.4,2023,Females
Total,Bulgaria,67.6,2024,Females
Total,Bulgaria,56.1,2000,Males
Total,Bulgaria,53.6,2001,Males
Total,Bulgaria,54.1,2002,Males
Total,Bulgaria,56.7,2003,Males
Total,Bulgaria,58.7,2004,Males
Total,Bulgaria,60.0,2005,Males
Total,Bulgaria,62.8,2006,Males
Total,Bulgaria,66.0,2007,Males
Total,Bulgaria,68.5,2008,Males
Total,Bulgaria,66.9,2009,Males
Total,Bulgaria,63.3,2010,Males
Total,Bulgaria,61.2,2011,Males
Total,Bulgaria,61.3,2012,Males
Total,Bulgaria,62.1,2013,Males
Total,Bulgaria,63.9,2014,Males
Total,Bulgaria,65.9,2015,Males
Total,Bulgaria,66.7,2016,Males
Total,Bulgaria,70.6,2017,Males
Total,Bulgaria,71.5,2018,Males
Total,Bulgaria,74.4,2019,Males
Total,Bulgaria,72.9,2020,Males
Total,Bulgaria,72.3,2021,Males
Total,Bulgaria,74.0,2022,Males
Total,Bulgaria,73.9,2023,Males
Total,Bulgaria,74.1,2024,Males
Total,Bulgaria,51.5,2000,Total
Total,Bulgaria,50.7,2001,Total
Total,Bulgaria,51.1,2002,Total
Total,Bulgaria,53.1,2003,Total
Total,Bulgaria,55.1,2004,Total
Total,Bulgaria,55.8,2005,Total
Total,Bulgaria,58.6,2006,Total
Total,Bulgaria,61.7,2007,Total
Total,Bulgaria,64.0,2008,Total
Total,Bulgaria,62.6,2009,Total
Total,Bulgaria,59.8,2010,Total
Total,Bulgaria,58.4,2011,Total
Total,Bulgaria,58.8,2012,Total
Total,Bulgaria,59.5,2013,Total
Total,Bulgaria,61.0,2014,Total
Total,Bulgaria,62.9,2015,Total
Total,Bulgaria,63.4,2016,Total
Total,Bulgaria,66.9,2017,Total
Total,Bulgaria,67.7,2018,Total
Total,Bulgaria,70.4,2019,Total
Total,Bulgaria,68.9,2020,Total
Total,Bulgaria,68.5,2021,Total
Total,Bulgaria,70.6,2022,Total
Total,Bulgaria,70.7,2023,Total
Total,Bulgaria,70.9,2024,Total
Foreign country,Croatia,36.4,2006,Females
Foreign country,Croatia,36.4,2007,Females
Foreign country,Croatia,36.4,2008,Females
Foreign country,Croatia,40.0,2009,Females
Foreign country,Croatia,43.1,2010,Females
Foreign country,Croatia,41.15,2011,Females
Foreign country,Croatia,39.2,2012,Females
Foreign country,Croatia,37.25,2013,Females
Foreign country,Croatia,35.3,2014,Females
Foreign country,Croatia,35.1,2015,Females
Foreign country,Croatia,28.7,2016,Females
Foreign country,Croatia,30.8,2017,Females
Foreign country,Croatia,51.4,2018,Females
Foreign country,Croatia,63.6,2019,Females
Foreign country,Croatia,47.4,2020,Females
Foreign country,Croatia,41.6,2021,Females
Foreign country,Croatia,61.1,2022,Females
Foreign country,Croatia,53.4,2023,Females
Foreign country,Croatia,58.2,2024,Females
Foreign country,Croatia,65.1,2006,Males
Foreign country,Croatia,65.1,2007,Males
Foreign country,Croatia,65.3,2008,Males
Foreign country,Croatia,70.7,2009,Males
Foreign country,Croatia,76.1,2010,Males
Foreign country,Croatia,81.5,2011,Males
Foreign country,Croatia,84.7,2012,Males
Foreign country,Croatia,87.7,2013,Males
Foreign country,Croatia,48.3,2014,Males
Foreign country,Croatia,47.2,2015,Males
Foreign country,Croatia,39.4,2016,Males
Foreign country,Croatia,46.9,2017,Males
Foreign country,Croatia,67.2,2018,Males
Foreign country,Croatia,65.7,2019,Males
Foreign country,Croatia,63.6,2020,Males
Foreign country,Croatia,59.6,2021,Males
Foreign country,Croatia,85.3,2022,Males
Foreign country,Croatia,91.5,2023,Males
Foreign country,Croatia,92.9,2024,Males
Foreign country,Croatia,37.3,2006,Total
Foreign country,Croatia,49.1,2007,Total
Foreign country,Croatia,48.4,2008,Total
Foreign country,Croatia,31.1,2009,Total
Foreign country,Croatia,32.3,2010,Total
Foreign country,Croatia,50.2,2011,Total
Foreign country,Croatia,43.7,2012,Total
Foreign country,Croatia,45.6,2013,Total
Foreign country,Croatia,41.6,2014,Total
Foreign country,Croatia,39.8,2015,Total
Foreign country,Croatia,33.9,2016,Total
Foreign country,Croatia,39.5,2017,Total
Foreign country,Croatia,58.0,2018,Total
Foreign country,Croatia,64.4,2019,Total
Foreign country,Croatia,55.8,2020,Total
Foreign country,Croatia,48.8,2021,Total
Foreign country,Croatia,72.3,2022,Total
Foreign country,Croatia,73.9,2023,Total
Foreign country,Croatia,75.4,2024,Total
Reporting country,Croatia,49.5,2006,Females
Reporting country,Croatia,51.6,2007,Females
Reporting country,Croatia,52.8,2008,Females
Reporting country,Croatia,53.7,2009,Females
Reporting country,Croatia,52.2,2010,Females
Reporting country,Croatia,49.6,2011,Females
Reporting country,Croatia,48.7,2012,Females
Reporting country,Croatia,48.7,2013,Females
Reporting country,Croatia,50.1,2014,Females
Reporting country,Croatia,51.6,2015,Females
Reporting country,Croatia,52.5,2016,Females
Reporting country,Croatia,54.1,2017,Females
Reporting country,Croatia,55.8,2018,Females
Reporting country,Croatia,57.1,2019,Females
Reporting country,Croatia,57.2,2020,Females
Reporting country,Croatia,59.2,2021,Females
Reporting country,Croatia,60.8,2022,Females
Reporting country,Croatia,62.2,2023,Females
Reporting country,Croatia,65.5,2024,Females
Reporting country,Croatia,62.0,2006,Males
Reporting country,Croatia,66.5,2007,Males
Reporting country,Croatia,67.3,2008,Males
Reporting country,Croatia,65.4,2009,Males
Reporting country,Croatia,62.8,2010,Males
Reporting country,Croatia,60.8,2011,Males
Reporting country,Croatia,58.3,2012,Males
Reporting country,Croatia,56.5,2013,Males
Reporting country,Croatia,59.1,2014,Males
Reporting country,Croatia,60.4,2015,Males
Reporting country,Croatia,61.5,2016,Males
Reporting country,Croatia,63.8,2017,Males
Reporting country,Croatia,65.5,2018,Males
Reporting country,Croatia,66.9,2019,Males
Reporting country,Croatia,67.3,2020,Males
Reporting country,Croatia,68.6,2021,Males
Reporting country,Croatia,69.6,2022,Males
Reporting country,Croatia,69.2,2023,Males
Reporting country,Croatia,70.9,2024,Males
Reporting country,Croatia,55.7,2006,Total
Reporting country,Croatia,59.0,2007,Total
Reporting country,Croatia,60.0,2008,Total
Reporting country,Croatia,59.6,2009,Total
Reporting country,Croatia,57.5,2010,Total
Reporting country,Croatia,55.2,2011,Total
Reporting country,Croatia,53.5,2012,Total
Reporting country,Croatia,52.6,2013,Total
Reporting country,Croatia,54.6,2014,Total
Reporting country,Croatia,56.0,2015,Total
Reporting country,Croatia,57.0,2016,Total
Reporting country,Croatia,58.9,2017,Total
Reporting country,Croatia,60.6,2018,Total
Reporting country,Croatia,62.0,2019,Total
Reporting country,Croatia,62.2,2020,Total
Reporting country,Croatia,63.9,2021,Total
Reporting country,Croatia,65.2,2022,Total
Reporting country,Croatia,65.7,2023,Total
Reporting country,Croatia,68.2,2024,Total
Total,Croatia,46.0,2002,Females
Total,Croatia,46.3,2003,Females
Total,Croatia,47.8,2004,Females
Total,Croatia,48.6,2005,Females
Total,Croatia,49.4,2006,Females
Total,Croatia,51.6,2007,Females
Total,Croatia,52.7,2008,Females
Total,Croatia,53.7,2009,Females
Total,Croatia,52.1,2010,Females
Total,Croatia,49.5,2011,Females
Total,Croatia,48.6,2012,Females
Total,Croatia,48.6,2013,Females
Total,Croatia,50.0,2014,Females
Total,Croatia,51.6,2015,Females
Total,Croatia,52.4,2016,Females
Total,Croatia,54.0,2017,Females
Total,Croatia,55.7,2018,Females
Total,Croatia,57.1,2019,Females
Total,Croatia,57.1,2020,Females
Total,Croatia,59.1,2021,Females
Total,Croatia,60.8,2022,Females
Total,Croatia,62.1,2023,Females
Total,Croatia,65.4,2024,Females
Total,Croatia,60.2,2002,Males
Total,Croatia,60.7,2003,Males
Total,Croatia,62.3,2004,Males
Total,Croatia,61.7,2005,Males
Total,Croatia,62.0,2006,Males
Total,Croatia,66.5,2007,Males
Total,Croatia,67.3,2008,Males
Total,Croatia,65.2,2009,Males
Total,Croatia,62.7,2010,Males
Total,Croatia,60.9,2011,Males
Total,Croatia,58.4,2012,Males
Total,Croatia,56.5,2013,Males
Total,Croatia,59.1,2014,Males
Total,Croatia,60.4,2015,Males
Total,Croatia,61.4,2016,Males
Total,Croatia,63.7,2017,Males
Total,Croatia,65.5,2018,Males
Total,Croatia,66.9,2019,Males
Total,Croatia,67.3,2020,Males
Total,Croatia,68.6,2021,Males
Total,Croatia,69.7,2022,Males
Total,Croatia,69.4,2023,Males
Total,Croatia,71.1,2024,Males
Total,Croatia,52.9,2002,Total
Total,Croatia,53.4,2003,Total
Total,Croatia,54.9,2004,Total
Total,Croatia,55.0,2005,Total
Total,Croatia,55.6,2006,Total
Total,Croatia,59.0,2007,Total
Total,Croatia,60.0,2008,Total
Total,Croatia,59.4,2009,Total
Total,Croatia,57.4,2010,Total
Total,Croatia,55.2,2011,Total
Total,Croatia,53.5,2012,Total
Total,Croatia,52.6,2013,Total
Total,Croatia,54.5,2014,Total
Total,Croatia,55.9,2015,Total
Total,Croatia,56.9,2016,Total
Total,Croatia,58.8,2017,Total
Total,Croatia,60.5,2018,Total
Total,Croatia,62.0,2019,Total
Total,Croatia,62.2,2020,Total
Total,Croatia,63.8,2021,Total
Total,Croatia,65.3,2022,Total
Total,Croatia,65.8,2023,Total
Total,Croatia,68.3,2024,Total
Foreign country,Cyprus,52.2,1999,Females
Foreign country,Cyprus,54.7,2000,Females
Foreign country,Cyprus,60.0,2001,Females
Foreign country,Cyprus,66.7,2002,Females
Foreign country,Cyprus,69.5,2003,Females
Foreign country,Cyprus,70.7,2004,Females
Foreign country,Cyprus,68.9,2005,Females
Foreign country,Cyprus,69.6,2006,Females
Foreign country,Cyprus,68.3,2007,Females
Foreign country,Cyprus,73.4,2008,Females
Foreign country,Cyprus,71.6,2009,Females
Foreign country,Cyprus,72.7,2010,Females
Foreign country,Cyprus,72.1,2011,Females
Foreign country,Cyprus,68.6,2012,Females
Foreign country,Cyprus,64.9,2013,Females
Foreign country,Cyprus,68.4,2014,Females
Foreign country,Cyprus,65.5,2015,Females
Foreign country,Cyprus,62.9,2016,Females
Foreign country,Cyprus,63.3,2017,Females
Foreign country,Cyprus,63.7,2018,Females
Foreign country,Cyprus,69.3,2019,Females
Foreign country,Cyprus,65.6,2020,Females
Foreign country,Cyprus,68.4,2021,Females
Foreign country,Cyprus,71.1,2022,Females
Foreign country,Cyprus,72.2,2023,Females
Foreign country,Cyprus,68.6,2024,Females
Foreign country,Cyprus,65.7,1999,Males
Foreign country,Cyprus,73.6,2000,Males
Foreign country,Cyprus,78.9,2001,Males
Foreign country,Cyprus,75.4,2002,Males
Foreign country,Cyprus,73.3,2003,Males
Foreign country,Cyprus,78.6,2004,Males
Foreign country,Cyprus,75.3,2005,Males
Foreign country,Cyprus,74.5,2006,Males
Foreign country,Cyprus,75.5,2007,Males
Foreign country,Cyprus,71.8,2008,Males
Foreign country,Cyprus,67.3,2009,Males
Foreign country,Cyprus,71.0,2010,Males
Foreign country,Cyprus,71.4,2011,Males
Foreign country,Cyprus,70.4,2012,Males
Foreign country,Cyprus,67.6,2013,Males
Foreign country,Cyprus,67.8,2014,Males
Foreign country,Cyprus,70.6,2015,Males
Foreign country,Cyprus,69.4,2016,Males
Foreign country,Cyprus,71.6,2017,Males
Foreign country,Cyprus,72.3,2018,Males
Foreign country,Cyprus,77.9,2019,Males
Foreign country,Cyprus,77.1,2020,Males
Foreign country,Cyprus,77.7,2021,Males
Foreign country,Cyprus,78.8,2022,Males
Foreign country,Cyprus,80.8,2023,Males
Foreign country,Cyprus,81.2,2024,Males
Foreign country,Cyprus,57.6,1999,Total
Foreign country,Cyprus,62.1,2000,Total
Foreign country,Cyprus,67.4,2001,Total
Foreign country,Cyprus,70.2,2002,Total
Foreign country,Cyprus,71.0,2003,Total
Foreign country,Cyprus,73.7,2004,Total
Foreign country,Cyprus,71.7,2005,Total
Foreign country,Cyprus,71.6,2006,Total
Foreign country,Cyprus,71.2,2007,Total
Foreign country,Cyprus,72.7,2008,Total
Foreign country,Cyprus,69.7,2009,Total
Foreign country,Cyprus,72.0,2010,Total
Foreign country,Cyprus,71.8,2011,Total
Foreign country,Cyprus,69.4,2012,Total
Foreign country,Cyprus,65.9,2013,Total
Foreign country,Cyprus,68.2,2014,Total
Foreign country,Cyprus,67.6,2015,Total
Foreign country,Cyprus,65.7,2016,Total
Foreign country,Cyprus,67.0,2017,Total
Foreign country,Cyprus,67.5,2018,Total
Foreign country,Cyprus,73.1,2019,Total
Foreign country,Cyprus,71.0,2020,Total
Foreign country,Cyprus,72.7,2021,Total
Foreign country,Cyprus,74.7,2022,Total
Foreign country,Cyprus,76.2,2023,Total
Foreign country,Cyprus,74.6,2024,Total
Reporting country,Cyprus,50.1,1999,Females
Reporting country,Cyprus,52.8,2000,Females
Reporting country,Cyprus,56.7,2001,Females
Reporting country,Cyprus,57.9,2002,Females
Reporting country,Cyprus,58.9,2003,Females
Reporting country,Cyprus,57.7,2004,Females
Reporting country,Cyprus,56.6,2005,Females
Reporting country,Cyprus,58.6,2006,Females
Reporting country,Cyprus,61.2,2007,Females
Reporting country,Cyprus,60.4,2008,Females
Reporting country,Cyprus,60.1,2009,Females
Reporting country,Cyprus,60.2,2010,Females
Reporting country,Cyprus,59.1,2011,Females
Reporting country,Cyprus,56.5,2012,Females
Reporting country,Cyprus,54.5,2013,Females
Reporting country,Cyprus,56.1,2014,Females
Reporting country,Cyprus,57.3,2015,Females
Reporting country,Cyprus,58.3,2016,Females
Reporting country,Cyprus,60.9,2017,Females
Reporting country,Cyprus,64.3,2018,Females
Reporting country,Cyprus,65.8,2019,Females
Reporting country,Cyprus,65.5,2020,Females
Reporting country,Cyprus,66.5,2021,Females
Reporting country,Cyprus,69.0,2022,Females
Reporting country,Cyprus,71.0,2023,Females
Reporting country,Cyprus,72.1,2024,Females
Reporting country,Cyprus,79.1,1999,Males
Reporting country,Cyprus,79.1,2000,Males
Reporting country,Cyprus,79.5,2001,Males
Reporting country,Cyprus,79.1,2002,Males
Reporting country,Cyprus,79.4,2003,Males
Reporting country,Cyprus,80.0,2004,Males
Reporting country,Cyprus,79.7,2005,Males
Reporting country,Cyprus,80.1,2006,Males
Reporting country,Cyprus,80.6,2007,Males
Reporting country,Cyprus,80.6,2008,Males
Reporting country,Cyprus,78.0,2009,Males
Reporting country,Cyprus,76.2,2010,Males
Reporting country,Cyprus,74.2,2011,Males
Reporting country,Cyprus,70.4,2012,Males
Reporting country,Cyprus,66.9,2013,Males
Reporting country,Cyprus,65.7,2014,Males
Reporting country,Cyprus,65.9,2015,Males
Reporting country,Cyprus,68.4,2016,Males
Reporting country,Cyprus,69.7,2017,Males
Reporting country,Cyprus,73.5,2018,Males
Reporting country,Cyprus,76.2,2019,Males
Reporting country,Cyprus,76.5,2020,Males
Reporting country,Cyprus,77.3,2021,Males
Reporting country,Cyprus,79.2,2022,Males
Reporting country,Cyprus,78.8,2023,Males
Reporting country,Cyprus,80.0,2024,Males
Reporting country,Cyprus,64.3,1999,Total
Reporting country,Cyprus,65.7,2000,Total
Reporting country,Cyprus,67.9,2001,Total
Reporting country,Cyprus,68.3,2002,Total
Reporting country,Cyprus,68.9,2003,Total
Reporting country,Cyprus,68.8,2004,Total
Reporting country,Cyprus,68.0,2005,Total
Reporting country,Cyprus,69.3,2006,Total
Reporting country,Cyprus,70.9,2007,Total
Reporting country,Cyprus,70.5,2008,Total
Reporting country,Cyprus,68.8,2009,Total
Reporting country,Cyprus,68.1,2010,Total
Reporting country,Cyprus,66.5,2011,Total
Reporting country,Cyprus,63.3,2012,Total
Reporting country,Cyprus,60.7,2013,Total
Reporting country,Cyprus,60.8,2014,Total
Reporting country,Cyprus,61.6,2015,Total
Reporting country,Cyprus,63.2,2016,Total
Reporting country,Cyprus,65.2,2017,Total
Reporting country,Cyprus,68.8,2018,Total
Reporting country,Cyprus,71.0,2019,Total
Reporting country,Cyprus,70.9,2020,Total
Reporting country,Cyprus,71.8,2021,Total
Reporting country,Cyprus,74.0,2022,Total
Reporting country,Cyprus,74.8,2023,Total
Reporting country,Cyprus,75.9,2024,Total
Total,Cyprus,50.4,1999,Females
Total,Cyprus,53.0,2000,Females
Total,Cyprus,57.1,2001,Females
Total,Cyprus,59.0,2002,Females
Total,Cyprus,60.2,2003,Females
Total,Cyprus,59.7,2004,Females
Total,Cyprus,58.4,2005,Females
Total,Cyprus,60.3,2006,Females
Total,Cyprus,62.4,2007,Females
Total,Cyprus,62.9,2008,Females
Total,Cyprus,62.3,2009,Females
Total,Cyprus,63.0,2010,Females
Total,Cyprus,62.1,2011,Females
Total,Cyprus,59.4,2012,Females
Total,Cyprus,56.9,2013,Females
Total,Cyprus,58.6,2014,Females
Total,Cyprus,59.0,2015,Females
Total,Cyprus,59.3,2016,Females
Total,Cyprus,61.4,2017,Females
Total,Cyprus,64.2,2018,Females
Total,Cyprus,66.6,2019,Females
Total,Cyprus,65.5,2020,Females
Total,Cyprus,66.9,2021,Females
Total,Cyprus,69.5,2022,Females
Total,Cyprus,71.4,2023,Females
Total,Cyprus,71.1,2024,Females
Total,Cyprus,78.0,1999,Males
Total,Cyprus,78.6,2000,Males
Total,Cyprus,79.4,2001,Males
