citizenship,geo,unemployment_rate,year,Sex
Total,Bulgaria,10.2,2005,Total
Total,Bulgaria,9.0,2006,Total
Total,Bulgaria,6.9,2007,Total
Total,Bulgaria,5.7,2008,Total
Total,Bulgaria,6.9,2009,Total
Total,Bulgaria,10.3,2010,Total
Total,Bulgaria,11.4,2011,Total
Total,Bulgaria,12.4,2012,Total
Total,Bulgaria,13.0,2013,Total
Total,Bulgaria,11.5,2014,Total
Total,Bulgaria,9.2,2015,Total
Total,Bulgaria,7.7,2016,Total
Total,Bulgaria,6.2,2017,Total
Total,Bulgaria,5.3,2018,Total
Total,Bulgaria,4.2,2019,Total
Total,Bulgaria,5.1,2020,Total
Total,Bulgaria,5.2,2021,Total
Total,Bulgaria,4.2,2022,Total
Total,Bulgaria,4.4,2023,Total
Total,Bulgaria,4.2,2024,Total
Foreign country,Croatia,14.0,2006,Total
Foreign country,Croatia,14.0,2007,Total
Foreign country,Croatia,14.0,2008,Total
Foreign country,Croatia,14.0,2009,Total
Foreign country,Croatia,14.0,2010,Total
Foreign country,Croatia,14.0,2011,Total
Foreign country,Croatia,14.0,2012,Total
Foreign country,Croatia,14.0,2013,Total
Foreign country,Croatia,14.0,2014,Total
Foreign country,Croatia,14.0,2015,Total
Foreign country,Croatia,14.0,2016,Total
Foreign country,Croatia,14.0,2017,Total
Foreign country,Croatia,14.0,2018,Total
Foreign country,Croatia,18.5,2019,Total
Foreign country,Croatia,23.0,2020,Total
Foreign country,Croatia,27.5,2021,Total
Foreign country,Croatia,27.5,2022,Total
Foreign country,Croatia,27.5,2023,Total
Foreign country,Croatia,27.5,2024,Total
Reporting country,Croatia,13.1,2006,Females
Reporting country,Croatia,11.6,2007,Females
Reporting country,Croatia,10.7,2008,Females
Reporting country,Croatia,11.0,2009,Females
Reporting country,Croatia,12.6,2010,Females
Reporting country,Croatia,14.0,2011,Females
Reporting country,Croatia,16.2,2012,Females
Reporting country,Croatia,16.9,2013,Females
Reporting country,Croatia,18.4,2014,Females
Reporting country,Croatia,17.2,2015,Females
Reporting country,Croatia,13.8,2016,Females
Reporting country,Croatia,11.9,2017,Females
Reporting country,Croatia,9.4,2018,Females
Reporting country,Croatia,7.2,2019,Females
Reporting country,Croatia,7.6,2020,Females
Reporting country,Croatia,7.9,2021,Females
Reporting country,Croatia,7.9,2022,Females
Reporting country,Croatia,6.7,2023,Females
Reporting country,Croatia,5.0,2024,Females
Reporting country,Croatia,10.1,2006,Males
Reporting country,Croatia,8.9,2007,Males
Reporting country,Croatia,7.2,2008,Males
Reporting country,Croatia,8.1,2009,Males
Reporting country,Croatia,11.2,2010,Males
Reporting country,Croatia,13.9,2011,Males
Reporting country,Croatia,16.5,2012,Males
Reporting country,Croatia,18.0,2013,Males
Reporting country,Croatia,16.5,2014,Males
Reporting country,Croatia,15.6,2015,Males
Reporting country,Croatia,12.6,2016,Males
Reporting country,Croatia,10.5,2017,Males
Reporting country,Croatia,7.5,2018,Males
Reporting country,Croatia,6.2,2019,Males
Reporting country,Croatia,7.4,2020,Males
Reporting country,Croatia,7.1,2021,Males
Reporting country,Croatia,6.0,2022,Males
Reporting country,Croatia,5.8,2023,Males
Reporting country,Croatia,5.2,2024,Males
Reporting country,Croatia,11.5,2006,Total
Reporting country,Croatia,10.1,2007,Total
Reporting country,Croatia,8.7,2008,Total
Reporting country,Croatia,9.4,2009,Total
Reporting country,Croatia,11.9,2010,Total
Reporting country,Croatia,14.0,2011,Total
Reporting country,Croatia,16.4,2012,Total
Reporting country,Croatia,17.5,2013,Total
Reporting country,Croatia,17.4,2014,Total
Reporting country,Croatia,16.4,2015,Total
Reporting country,Croatia,13.2,2016,Total
Reporting country,Croatia,11.2,2017,Total
Reporting country,Croatia,8.4,2018,Total
Reporting country,Croatia,6.6,2019,Total
Reporting country,Croatia,7.5,2020,Total
Reporting country,Croatia,7.5,2021,Total
Reporting country,Croatia,6.9,2022,Total
Reporting country,Croatia,6.3,2023,Total
Reporting country,Croatia,5.1,2024,Total
Total,Croatia,17.8,2002,Females
Total,Croatia,16.1,2003,Females
Total,Croatia,15.8,2004,Females
Total,Croatia,14.3,2005,Females
Total,Croatia,13.2,2006,Females
Total,Croatia,11.6,2007,Females
Total,Croatia,10.6,2008,Females
Total,Croatia,11.0,2009,Females
Total,Croatia,12.6,2010,Females
Total,Croatia,14.0,2011,Females
Total,Croatia,16.3,2012,Females
Total,Croatia,17.0,2013,Females
Total,Croatia,18.4,2014,Females
Total,Croatia,17.2,2015,Females
Total,Croatia,13.9,2016,Females
Total,Croatia,11.9,2017,Females
Total,Croatia,9.4,2018,Females
Total,Croatia,7.1,2019,Females
Total,Croatia,7.6,2020,Females
Total,Croatia,7.9,2021,Females
Total,Croatia,7.9,2022,Females
Total,Croatia,6.7,2023,Females
Total,Croatia,5.0,2024,Females
Total,Croatia,13.5,2002,Males
Total,Croatia,12.9,2003,Males
Total,Croatia,12.7,2004,Males
Total,Croatia,11.9,2005,Males
Total,Croatia,10.1,2006,Males
Total,Croatia,8.9,2007,Males
Total,Croatia,7.2,2008,Males
Total,Croatia,8.1,2009,Males
Total,Croatia,11.3,2010,Males
Total,Croatia,13.9,2011,Males
Total,Croatia,16.4,2012,Males
Total,Croatia,18.0,2013,Males
Total,Croatia,16.5,2014,Males
Total,Croatia,15.6,2015,Males
Total,Croatia,12.6,2016,Males
Total,Croatia,10.6,2017,Males
Total,Croatia,7.6,2018,Males
Total,Croatia,6.2,2019,Males
Total,Croatia,7.4,2020,Males
Total,Croatia,7.1,2021,Males
Total,Croatia,6.0,2022,Males
Total,Croatia,5.8,2023,Males
Total,Croatia,5.1,2024,Males
Total,Croatia,15.4,2002,Total
Total,Croatia,14.3,2003,Total
Total,Croatia,14.1,2004,Total
Total,Croatia,13.0,2005,Total
Total,Croatia,11.5,2006,Total
Total,Croatia,10.1,2007,Total
Total,Croatia,8.7,2008,Total
Total,Croatia,9.4,2009,Total
Total,Croatia,11.9,2010,Total
Total,Croatia,14.0,2011,Total
Total,Croatia,16.4,2012,Total
Total,Croatia,17.5,2013,Total
Total,Croatia,17.4,2014,Total
Total,Croatia,16.4,2015,Total
Total,Croatia,13.2,2016,Total
Total,Croatia,11.2,2017,Total
Total,Croatia,8.4,2018,Total
Total,Croatia,6.6,2019,Total
Total,Croatia,7.5,2020,Total
Total,Croatia,7.5,2021,Total
Total,Croatia,6.9,2022,Total
Total,Croatia,6.2,2023,Total
Total,Croatia,5.1,2024,Total
Foreign country,Cyprus,5.1,1999,Females
Foreign country,Cyprus,5.1,2000,Females
Foreign country,Cyprus,3.2,2001,Females
Foreign country,Cyprus,2.8,2002,Females
Foreign country,Cyprus,5.7,2003,Females
Foreign country,Cyprus,4.4,2004,Females
Foreign country,Cyprus,5.8,2005,Females
Foreign country,Cyprus,5.3,2006,Females
Foreign country,Cyprus,5.1,2007,Females
Foreign country,Cyprus,4.4,2008,Females
Foreign country,Cyprus,5.3,2009,Females
Foreign country,Cyprus,7.1,2010,Females
Foreign country,Cyprus,8.1,2011,Females
Foreign country,Cyprus,10.5,2012,Females
Foreign country,Cyprus,12.8,2013,Females
Foreign country,Cyprus,10.6,2014,Females
Foreign country,Cyprus,12.3,2015,Females
Foreign country,Cyprus,11.0,2016,Females
Foreign country,Cyprus,9.2,2017,Females
Foreign country,Cyprus,7.5,2018,Females
Foreign country,Cyprus,5.4,2019,Females
Foreign country,Cyprus,7.9,2020,Females
Foreign country,Cyprus,7.8,2021,Females
Foreign country,Cyprus,7.1,2022,Females
Foreign country,Cyprus,6.3,2023,Females
Foreign country,Cyprus,6.6,2024,Females
Foreign country,Cyprus,4.7,1999,Males
Foreign country,Cyprus,4.7,2000,Males
Foreign country,Cyprus,4.7,2001,Males
Foreign country,Cyprus,4.7,2002,Males
Foreign country,Cyprus,4.7,2003,Males
Foreign country,Cyprus,3.3,2004,Males
Foreign country,Cyprus,7.5,2005,Males
Foreign country,Cyprus,6.5,2006,Males
Foreign country,Cyprus,6.4,2007,Males
Foreign country,Cyprus,6.7,2008,Males
Foreign country,Cyprus,11.4,2009,Males
Foreign country,Cyprus,10.7,2010,Males
Foreign country,Cyprus,12.0,2011,Males
Foreign country,Cyprus,16.7,2012,Males
Foreign country,Cyprus,20.3,2013,Males
Foreign country,Cyprus,19.0,2014,Males
Foreign country,Cyprus,15.6,2015,Males
Foreign country,Cyprus,14.3,2016,Males
Foreign country,Cyprus,11.8,2017,Males
Foreign country,Cyprus,9.2,2018,Males
Foreign country,Cyprus,7.1,2019,Males
Foreign country,Cyprus,10.1,2020,Males
Foreign country,Cyprus,10.4,2021,Males
Foreign country,Cyprus,9.0,2022,Males
Foreign country,Cyprus,8.6,2023,Males
Foreign country,Cyprus,6.4,2024,Males
Foreign country,Cyprus,4.3,1999,Total
Foreign country,Cyprus,4.3,2000,Total
Foreign country,Cyprus,2.6,2001,Total
Foreign country,Cyprus,2.8,2002,Total
Foreign country,Cyprus,5.3,2003,Total
Foreign country,Cyprus,4.0,2004,Total
Foreign country,Cyprus,6.6,2005,Total
Foreign country,Cyprus,5.8,2006,Total
Foreign country,Cyprus,5.7,2007,Total
Foreign country,Cyprus,5.4,2008,Total
Foreign country,Cyprus,8.0,2009,Total
Foreign country,Cyprus,8.6,2010,Total
Foreign country,Cyprus,9.8,2011,Total
Foreign country,Cyprus,13.2,2012,Total
Foreign country,Cyprus,15.9,2013,Total
Foreign country,Cyprus,14.1,2014,Total
Foreign country,Cyprus,13.7,2015,Total
Foreign country,Cyprus,12.6,2016,Total
Foreign country,Cyprus,10.5,2017,Total
Foreign country,Cyprus,8.3,2018,Total
Foreign country,Cyprus,6.2,2019,Total
Foreign country,Cyprus,9.0,2020,Total
Foreign country,Cyprus,9.1,2021,Total
Foreign country,Cyprus,8.1,2022,Total
Foreign country,Cyprus,7.5,2023,Total
Foreign country,Cyprus,6.5,2024,Total
Reporting country,Cyprus,7.7,1999,Females
Reporting country,Cyprus,7.7,2000,Females
Reporting country,Cyprus,6.2,2001,Females
Reporting country,Cyprus,4.4,2002,Females
Reporting country,Cyprus,4.4,2003,Females
Reporting country,Cyprus,5.7,2004,Females
Reporting country,Cyprus,6.7,2005,Females
Reporting country,Cyprus,5.5,2006,Females
Reporting country,Cyprus,4.5,2007,Females
Reporting country,Cyprus,4.3,2008,Females
Reporting country,Cyprus,5.6,2009,Females
Reporting country,Cyprus,6.3,2010,Females
Reporting country,Cyprus,7.6,2011,Females
Reporting country,Cyprus,11.5,2012,Females
Reporting country,Cyprus,16.2,2013,Females
Reporting country,Cyprus,16.6,2014,Females
Reporting country,Cyprus,15.7,2015,Females
Reporting country,Cyprus,14.2,2016,Females
Reporting country,Cyprus,12.0,2017,Females
Reporting country,Cyprus,9.2,2018,Females
Reporting country,Cyprus,8.5,2019,Females
Reporting country,Cyprus,7.5,2020,Females
Reporting country,Cyprus,7.3,2021,Females
Reporting country,Cyprus,6.8,2022,Females
Reporting country,Cyprus,5.8,2023,Females
Reporting country,Cyprus,4.7,2024,Females
Reporting country,Cyprus,3.3,1999,Males
Reporting country,Cyprus,3.3,2000,Males
Reporting country,Cyprus,2.7,2001,Males
Reporting country,Cyprus,2.7,2002,Males
Reporting country,Cyprus,3.9,2003,Males
Reporting country,Cyprus,3.6,2004,Males
Reporting country,Cyprus,4.1,2005,Males
Reporting country,Cyprus,3.7,2006,Males
Reporting country,Cyprus,3.1,2007,Males
Reporting country,Cyprus,2.8,2008,Males
Reporting country,Cyprus,4.4,2009,Males
Reporting country,Cyprus,5.4,2010,Males
Reporting country,Cyprus,7.5,2011,Males
Reporting country,Cyprus,11.9,2012,Males
Reporting country,Cyprus,16.1,2013,Males
Reporting country,Cyprus,17.2,2014,Males
Reporting country,Cyprus,15.4,2015,Males
Reporting country,Cyprus,12.6,2016,Males
Reporting country,Cyprus,11.0,2017,Males
Reporting country,Cyprus,8.1,2018,Males
Reporting country,Cyprus,6.8,2019,Males
Reporting country,Cyprus,7.3,2020,Males
Reporting country,Cyprus,6.4,2021,Males
Reporting country,Cyprus,5.1,2022,Males
Reporting country,Cyprus,5.0,2023,Males
Reporting country,Cyprus,4.1,2024,Males
Reporting country,Cyprus,5.2,1999,Total
Reporting country,Cyprus,5.2,2000,Total
Reporting country,Cyprus,4.2,2001,Total
Reporting country,Cyprus,3.5,2002,Total
Reporting country,Cyprus,4.1,2003,Total
Reporting country,Cyprus,4.5,2004,Total
Reporting country,Cyprus,5.2,2005,Total
Reporting country,Cyprus,4.5,2006,Total
Reporting country,Cyprus,3.7,2007,Total
Reporting country,Cyprus,3.4,2008,Total
Reporting country,Cyprus,4.9,2009,Total
Reporting country,Cyprus,5.8,2010,Total
Reporting country,Cyprus,7.5,2011,Total
Reporting country,Cyprus,11.7,2012,Total
Reporting country,Cyprus,16.1,2013,Total
Reporting country,Cyprus,16.9,2014,Total
Reporting country,Cyprus,15.5,2015,Total
Reporting country,Cyprus,13.4,2016,Total
Reporting country,Cyprus,11.5,2017,Total
Reporting country,Cyprus,8.6,2018,Total
Reporting country,Cyprus,7.6,2019,Total
Reporting country,Cyprus,7.4,2020,Total
Reporting country,Cyprus,6.8,2021,Total
Reporting country,Cyprus,5.9,2022,Total
Reporting country,Cyprus,5.4,2023,Total
Reporting country,Cyprus,4.4,2024,Total
Total,Cyprus,7.4,1999,Females
Total,Cyprus,7.4,2000,Females
Total,Cyprus,5.8,2001,Females
Total,Cyprus,4.2,2002,Females
Total,Cyprus,4.6,2003,Females
Total,Cyprus,5.5,2004,Females
Total,Cyprus,6.6,2005,Females
Total,Cyprus,5.5,2006,Females
Total,Cyprus,4.6,2007,Females
Total,Cyprus,4.3,2008,Females
Total,Cyprus,5.6,2009,Females
Total,Cyprus,6.5,2010,Females
Total,Cyprus,7.8,2011,Females
Total,Cyprus,11.2,2012,Females
Total,Cyprus,15.3,2013,Females
Total,Cyprus,15.2,2014,Females
Total,Cyprus,14.9,2015,Females
Total,Cyprus,13.5,2016,Females
Total,Cyprus,11.4,2017,Females
Total,Cyprus,8.8,2018,Females
Total,Cyprus,7.8,2019,Females
Total,Cyprus,7.6,2020,Females
Total,Cyprus,7.4,2021,Females
Total,Cyprus,6.9,2022,Females
Total,Cyprus,6.0,2023,Females
Total,Cyprus,5.2,2024,Females
Total,Cyprus,3.3,1999,Males
Total,Cyprus,3.3,2000,Males
Total,Cyprus,2.6,2001,Males
Total,Cyprus,2.7,2002,Males
Total,Cyprus,3.9,2003,Males
Total,Cyprus,3.6,2004,Males
Total,Cyprus,4.5,2005,Males
Total,Cyprus,4.0,2006,Males
Total,Cyprus,3.5,2007,Males
Total,Cyprus,3.3,2008,Males
Total,Cyprus,5.5,2009,Males
Total,Cyprus,6.4,2010,Males
Total,Cyprus,8.4,2011,Males
Total,Cyprus,12.8,2012,Males
Total,Cyprus,16.8,2013,Males
Total,Cyprus,17.5,2014,Males
Total,Cyprus,15.4,2015,Males
Total,Cyprus,12.9,2016,Males
Total,Cyprus,11.2,2017,Males
Total,Cyprus,8.3,2018,Males
Total,Cyprus,6.9,2019,Males
Total,Cyprus,7.9,2020,Males
Total,Cyprus,7.3,2021,Males
Total,Cyprus,6.0,2022,Males
Total,Cyprus,6.0,2023,Males
Total,Cyprus,4.7,2024,Males
Total,Cyprus,5.1,1999,Total
Total,Cyprus,5.1,2000,Total
Total,Cyprus,4.0,2001,Total
Total,Cyprus,3.4,2002,Total
Total,Cyprus,4.2,2003,Total
Total,Cyprus,4.4,2004,Total
Total,Cyprus,5.4,2005,Total
Total,Cyprus,4.7,2006,Total
Total,Cyprus,4.0,2007,Total
Total,Cyprus,3.8,2008,Total
Total,Cyprus,5.5,2009,Total
Total,Cyprus,6.5,2010,Total
Total,Cyprus,8.1,2011,Total
Total,Cyprus,12.1,2012,Total
Total,Cyprus,16.1,2013,Total
Total,Cyprus,16.3,2014,Total
Total,Cyprus,15.2,2015,Total
Total,Cyprus,13.2,2016,Total
Total,Cyprus,11.3,2017,Total
Total,Cyprus,8.6,2018,Total
Total,Cyprus,7.3,2019,Total
Total,Cyprus,7.8,2020,Total
Total,Cyprus,7.4,2021,Total
Total,Cyprus,6.4,2022,Total
Total,Cyprus,6.0,2023,Total
Total,Cyprus,5.0,2024,Total
Foreign country,Czechia,18.8,1997,Females
Foreign country,Czechia,18.8,1998,Females
Foreign country,Czechia,16.0,1999,Females
Foreign country,Czechia,16.3,2000,Females
Foreign country,Czechia,16.6,2001,Females
Foreign country,Czechia,12.2,2002,Females
Foreign country,Czechia,14.7,2003,Females
Foreign country,Czechia,10.4,2004,Females
Foreign country,Czechia,13.3,2005,Females
Foreign country,Czechia,10.2,2006,Females
Foreign country,Czechia,7.4,2007,Females
Foreign country,Czechia,5.5,2008,Females
Foreign country,Czechia,7.2,2009,Females
Foreign country,Czechia,7.3,2010,Females
Foreign country,Czechia,6.7,2011,Females
Foreign country,Czechia,8.0,2012,Females
Foreign country,Czechia,8.5,2013,Females
Foreign country,Czechia,7.8,2014,Females
Foreign country,Czechia,6.0,2015,Females
Foreign country,Czechia,5.3,2016,Females
Foreign country,Czechia,4.0,2017,Females
Foreign country,Czechia,3.2,2018,Females
Foreign country,Czechia,4.6,2019,Females
Foreign country,Czechia,3.6,2020,Females
Foreign country,Czechia,4.1,2021,Females
Foreign country,Czechia,3.3,2022,Females
Foreign country,Czechia,4.5,2023,Females
Foreign country,Czechia,4.8,2024,Females
Foreign country,Czechia,8.2,1997,Males
Foreign country,Czechia,8.2,1998,Males
Foreign country,Czechia,12.5,1999,Males
Foreign country,Czechia,7.0,2000,Males
Foreign country,Czechia,11.6,2001,Males
Foreign country,Czechia,10.5,2002,Males
Foreign country,Czechia,7.0,2003,Males
Foreign country,Czechia,4.95,2004,Males
Foreign country,Czechia,2.9,2005,Males
Foreign country,Czechia,3.4,2006,Males
Foreign country,Czechia,4.3,2007,Males
Foreign country,Czechia,2.5,2008,Males
Foreign country,Czechia,4.9,2009,Males
Foreign country,Czechia,2.7,2010,Males
Foreign country,Czechia,5.1,2011,Males
Foreign country,Czechia,4.4,2012,Males
Foreign country,Czechia,6.4,2013,Males
Foreign country,Czechia,4.9,2014,Males
Foreign country,Czechia,3.5,2015,Males
Foreign country,Czechia,3.3,2016,Males
Foreign country,Czechia,1.6,2017,Males
Foreign country,Czechia,1.4,2018,Males
Foreign country,Czechia,0.9,2019,Males
Foreign country,Czechia,2.2,2020,Males
Foreign country,Czechia,1.9,2021,Males
Foreign country,Czechia,2.0,2022,Males
Foreign country,Czechia,2.2,2023,Males
Foreign country,Czechia,3.1,2024,Males
Foreign country,Czechia,11.9,1997,Total
Foreign country,Czechia,11.9,1998,Total
Foreign country,Czechia,14.2,1999,Total
Foreign country,Czechia,6.3,2000,Total
Foreign country,Czechia,13.8,2001,Total
Foreign country,Czechia,11.3,2002,Total
Foreign country,Czechia,10.5,2003,Total
Foreign country,Czechia,6.0,2004,Total
Foreign country,Czechia,7.0,2005,Total
Foreign country,Czechia,6.2,2006,Total
Foreign country,Czechia,5.6,2007,Total
Foreign country,Czechia,3.7,2008,Total
Foreign country,Czechia,5.8,2009,Total
Foreign country,Czechia,4.6,2010,Total
Foreign country,Czechia,5.7,2011,Total
Foreign country,Czechia,5.7,2012,Total
Foreign country,Czechia,7.2,2013,Total
Foreign country,Czechia,6.1,2014,Total
Foreign country,Czechia,4.5,2015,Total
Foreign country,Czechia,4.1,2016,Total
Foreign country,Czechia,2.6,2017,Total
Foreign country,Czechia,2.1,2018,Total
Foreign country,Czechia,2.5,2019,Total
Foreign country,Czechia,2.8,2020,Total
Foreign country,Czechia,2.8,2021,Total
Foreign country,Czechia,2.5,2022,Total
Foreign country,Czechia,3.2,2023,Total
Foreign country,Czechia,3.8,2024,Total
Reporting country,Czechia,5.1,1997,Females
Reporting country,Czechia,7.5,1998,Females
Reporting country,Czechia,10.1,1999,Females
Reporting country,Czechia,10.6,2000,Females
Reporting country,Czechia,9.6,2001,Females
Reporting country,Czechia,8.6,2002,Females
Reporting country,Czechia,9.6,2003,Females
Reporting country,Czechia,9.7,2004,Females
Reporting country,Czechia,9.8,2005,Females
Reporting country,Czechia,8.9,2006,Females
Reporting country,Czechia,6.8,2007,Females
Reporting country,Czechia,5.7,2008,Females
Reporting country,Czechia,7.8,2009,Females
Reporting country,Czechia,8.6,2010,Females
Reporting country,Czechia,8.0,2011,Females
Reporting country,Czechia,8.3,2012,Females
Reporting country,Czechia,8.4,2013,Females
Reporting country,Czechia,7.5,2014,Females
Reporting country,Czechia,6.2,2015,Females
Reporting country,Czechia,4.7,2016,Females
Reporting country,Czechia,3.6,2017,Females
Reporting country,Czechia,2.8,2018,Females
Reporting country,Czechia,2.4,2019,Females
Reporting country,Czechia,3.0,2020,Females
Reporting country,Czechia,3.5,2021,Females
Reporting country,Czechia,2.8,2022,Females
