sex,citizen,geo,year,OBS_VALUE
Females,EU27 countries (from 2020) except reporting country,Poland,2011,
Females,EU27 countries (from 2020) except reporting country,Poland,2012,
Females,EU27 countries (from 2020) except reporting country,Poland,2013,
Females,EU27 countries (from 2020) except reporting country,Poland,2014,
Females,EU27 countries (from 2020) except reporting country,Poland,2015,
Females,EU27 countries (from 2020) except reporting country,Poland,2016,
Females,EU27 countries (from 2020) except reporting country,Poland,2017,
Females,EU27 countries (from 2020) except reporting country,Poland,2018,
Females,EU27 countries (from 2020) except reporting country,Poland,2019,
Females,EU27 countries (from 2020) except reporting country,Poland,2020,
Females,EU27 countries (from 2020) except reporting country,Poland,2021,
Females,EU27 countries (from 2020) except reporting country,Poland,2022,
Females,EU27 countries (from 2020) except reporting country,Poland,2023,
Females,EU27 countries (from 2020) except reporting country,Poland,2024,
Females,EU27 countries (from 2020) except reporting country,Portugal,2008,
Females,EU27 countries (from 2020) except reporting country,Portugal,2009,
Females,EU27 countries (from 2020) except reporting country,Portugal,2010,
Females,EU27 countries (from 2020) except reporting country,Portugal,2011,
Females,EU27 countries (from 2020) except reporting country,Portugal,2012,
Females,EU27 countries (from 2020) except reporting country,Portugal,2013,32.5
Females,EU27 countries (from 2020) except reporting country,Portugal,2014,
Females,EU27 countries (from 2020) except reporting country,Portugal,2015,
Females,EU27 countries (from 2020) except reporting country,Portugal,2016,
Females,EU27 countries (from 2020) except reporting country,Portugal,2017,
Females,EU27 countries (from 2020) except reporting country,Portugal,2018,
Females,EU27 countries (from 2020) except reporting country,Portugal,2019,
Females,EU27 countries (from 2020) except reporting country,Portugal,2020,
Females,EU27 countries (from 2020) except reporting country,Portugal,2021,
Females,EU27 countries (from 2020) except reporting country,Portugal,2022,
Females,EU27 countries (from 2020) except reporting country,Portugal,2023,
Females,EU27 countries (from 2020) except reporting country,Portugal,2024,
Females,EU27 countries (from 2020) except reporting country,Romania,2008,
Females,EU27 countries (from 2020) except reporting country,Romania,2009,
Females,EU27 countries (from 2020) except reporting country,Romania,2010,
Females,EU27 countries (from 2020) except reporting country,Romania,2011,
Females,EU27 countries (from 2020) except reporting country,Romania,2012,
Females,EU27 countries (from 2020) except reporting country,Romania,2015,
Females,EU27 countries (from 2020) except reporting country,Romania,2016,
Females,EU27 countries (from 2020) except reporting country,Romania,2017,
Females,EU27 countries (from 2020) except reporting country,Romania,2018,
Females,EU27 countries (from 2020) except reporting country,Romania,2019,
Females,EU27 countries (from 2020) except reporting country,Romania,2020,
Females,EU27 countries (from 2020) except reporting country,Romania,2021,
Females,EU27 countries (from 2020) except reporting country,Romania,2022,
Females,EU27 countries (from 2020) except reporting country,Romania,2023,
Females,EU27 countries (from 2020) except reporting country,Romania,2024,
Females,EU27 countries (from 2020) except reporting country,Serbia,2010,
Females,EU27 countries (from 2020) except reporting country,Serbia,2011,
Females,EU27 countries (from 2020) except reporting country,Serbia,2012,
Females,EU27 countries (from 2020) except reporting country,Serbia,2013,
Females,EU27 countries (from 2020) except reporting country,Serbia,2014,
Females,EU27 countries (from 2020) except reporting country,Serbia,2015,
Females,EU27 countries (from 2020) except reporting country,Serbia,2016,
Females,EU27 countries (from 2020) except reporting country,Serbia,2017,
Females,EU27 countries (from 2020) except reporting country,Serbia,2018,
Females,EU27 countries (from 2020) except reporting country,Serbia,2019,
Females,EU27 countries (from 2020) except reporting country,Serbia,2020,
Females,EU27 countries (from 2020) except reporting country,Serbia,2021,
Females,EU27 countries (from 2020) except reporting country,Serbia,2022,
Females,EU27 countries (from 2020) except reporting country,Serbia,2023,
Females,EU27 countries (from 2020) except reporting country,Serbia,2024,
Females,EU27 countries (from 2020) except reporting country,Sweden,2008,8.9
Females,EU27 countries (from 2020) except reporting country,Sweden,2009,8.9
Females,EU27 countries (from 2020) except reporting country,Sweden,2010,10.8
Females,EU27 countries (from 2020) except reporting country,Sweden,2011,10.5
Females,EU27 countries (from 2020) except reporting country,Sweden,2012,11.0
Females,EU27 countries (from 2020) except reporting country,Sweden,2013,11.9
Females,EU27 countries (from 2020) except reporting country,Sweden,2014,10.5
Females,EU27 countries (from 2020) except reporting country,Sweden,2015,10.7
Females,EU27 countries (from 2020) except reporting country,Sweden,2016,7.9
Females,EU27 countries (from 2020) except reporting country,Sweden,2017,8.6
Females,EU27 countries (from 2020) except reporting country,Sweden,2018,5.2
Females,EU27 countries (from 2020) except reporting country,Sweden,2019,8.2
Females,EU27 countries (from 2020) except reporting country,Sweden,2020,11.2
Females,EU27 countries (from 2020) except reporting country,Sweden,2021,11.4
Females,EU27 countries (from 2020) except reporting country,Sweden,2022,8.9
Females,EU27 countries (from 2020) except reporting country,Sweden,2023,8.4
Females,EU27 countries (from 2020) except reporting country,Sweden,2024,9.0
Females,EU27 countries (from 2020) except reporting country,Slovenia,2008,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2009,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2010,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2011,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2012,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2013,42.5
Females,EU27 countries (from 2020) except reporting country,Slovenia,2014,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2015,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2016,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2017,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2018,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2019,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2020,20.8
Females,EU27 countries (from 2020) except reporting country,Slovenia,2021,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2022,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2023,
Females,EU27 countries (from 2020) except reporting country,Slovenia,2024,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2008,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2009,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2010,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2011,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2012,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2013,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2014,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2015,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2016,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2017,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2018,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2019,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2020,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2021,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2022,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2023,
Females,EU27 countries (from 2020) except reporting country,Slovakia,2024,
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2008,5.8
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2009,6.9
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2010,7.4
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2011,7.0
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2012,8.5
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2013,7.9
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2014,6.4
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2015,5.6
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2016,5.5
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2017,5.5
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2018,4.0
Females,EU27 countries (from 2020) except reporting country,United Kingdom,2019,3.7
Females,Reporting country,Austria,2008,4.0
Females,Reporting country,Austria,2009,4.5
Females,Reporting country,Austria,2010,4.1
Females,Reporting country,Austria,2011,4.0
Females,Reporting country,Austria,2012,4.2
Females,Reporting country,Austria,2013,4.7
Females,Reporting country,Austria,2014,4.6
Females,Reporting country,Austria,2015,4.5
Females,Reporting country,Austria,2016,4.5
Females,Reporting country,Austria,2017,4.0
Females,Reporting country,Austria,2018,3.7
Females,Reporting country,Austria,2019,3.4
Females,Reporting country,Austria,2020,3.9
Females,Reporting country,Austria,2021,4.7
Females,Reporting country,Austria,2022,3.4
Females,Reporting country,Austria,2023,3.6
Females,Reporting country,Austria,2024,3.6
Females,Reporting country,Bosnia and Herzegovina,2021,22.1
Females,Reporting country,Bosnia and Herzegovina,2022,19.8
Females,Reporting country,Bosnia and Herzegovina,2023,16.7
Females,Reporting country,Bosnia and Herzegovina,2024,16.9
Females,Reporting country,Belgium,2008,7.0
Females,Reporting country,Belgium,2009,7.4
Females,Reporting country,Belgium,2010,7.7
Females,Reporting country,Belgium,2011,6.4
Females,Reporting country,Belgium,2012,6.6
Females,Reporting country,Belgium,2013,7.3
Females,Reporting country,Belgium,2014,7.1
Females,Reporting country,Belgium,2015,7.0
Females,Reporting country,Belgium,2016,6.7
Females,Reporting country,Belgium,2017,6.2
Females,Reporting country,Belgium,2018,5.0
Females,Reporting country,Belgium,2019,4.2
Females,Reporting country,Belgium,2020,4.8
Females,Reporting country,Belgium,2021,5.0
Females,Reporting country,Belgium,2022,4.6
Females,Reporting country,Belgium,2023,4.6
Females,Reporting country,Belgium,2024,4.6
Females,Reporting country,Bulgaria,2008,5.8
Females,Reporting country,Bulgaria,2009,6.6
Females,Reporting country,Bulgaria,2010,9.6
Females,Reporting country,Bulgaria,2011,10.1
Females,Reporting country,Bulgaria,2012,10.8
Females,Reporting country,Bulgaria,2013,11.8
Females,Reporting country,Bulgaria,2014,10.4
Females,Reporting country,Bulgaria,2015,8.4
