Sex,geo,Age class,year,Country of citizenship,Number
Males,Greece,Total,2021,Foreign country and stateless,455184
Males,Greece,Total,2022,Foreign country and stateless,379337
Males,Greece,Total,2023,Foreign country and stateless,384949
Males,Greece,Total,2024,Foreign country and stateless,378041
Males,Spain,Total,2012,Foreign country and stateless,2718158
Males,Spain,Total,2013,Foreign country and stateless,2604778
Males,Spain,Total,2014,Foreign country and stateless,2393737
Males,Spain,Total,2015,Foreign country and stateless,2274171
Males,Spain,Total,2016,Foreign country and stateless,2246645
Males,Spain,Total,2017,Foreign country and stateless,2238451
Males,Spain,Total,2018,Foreign country and stateless,2303662
Males,Spain,Total,2019,Foreign country and stateless,2435574
Males,Spain,Total,2020,Foreign country and stateless,2630174
Males,Spain,Total,2021,Foreign country and stateless,2714074
Males,Spain,Total,2022,Foreign country and stateless,2770218
Males,Spain,Total,2023,Foreign country and stateless,3043411
Males,Spain,Total,2024,Foreign country and stateless,3253978
Males,Finland,Total,2012,Foreign country and stateless,96133
Males,Finland,Total,2013,Foreign country and stateless,103081
Males,Finland,Total,2014,Foreign country and stateless,109622
Males,Finland,Total,2015,Foreign country and stateless,116015
Males,Finland,Total,2016,Foreign country and stateless,121412
Males,Finland,Total,2017,Foreign country and stateless,130289
Males,Finland,Total,2018,Foreign country and stateless,134307
Males,Finland,Total,2019,Foreign country and stateless,139164
Males,Finland,Total,2020,Foreign country and stateless,145087
Males,Finland,Total,2021,Foreign country and stateless,151610
Males,Finland,Total,2022,Foreign country and stateless,162136
Males,Finland,Total,2023,Foreign country and stateless,178067
Males,Finland,Total,2024,Foreign country and stateless,202934
Males,France,Total,2012,Foreign country and stateless,1993963
Males,France,Total,2013,Foreign country and stateless,2062529
Males,France,Total,2014,Foreign country and stateless,2131235
Males,France,Total,2015,Foreign country and stateless,2227561
Males,France,Total,2016,Foreign country and stateless,2279806
Males,France,Total,2017,Foreign country and stateless,2311654
Males,France,Total,2018,Foreign country and stateless,2474435
Males,France,Total,2019,Foreign country and stateless,2520106
Males,France,Total,2020,Foreign country and stateless,2581774
Males,France,Total,2021,Foreign country and stateless,2647463
Males,France,Total,2022,Foreign country and stateless,2727980
Males,France,Total,2023,Foreign country and stateless,2805024
Males,France,Total,2024,Foreign country and stateless,2998804
Males,Croatia,Total,2013,Foreign country and stateless,10548
Males,Croatia,Total,2014,Foreign country and stateless,10495
Males,Croatia,Total,2015,Foreign country and stateless,10873
Males,Croatia,Total,2016,Foreign country and stateless,11236
Males,Croatia,Total,2017,Foreign country and stateless,11415
Males,Croatia,Total,2018,Foreign country and stateless,11569
Males,Croatia,Total,2019,Foreign country and stateless,11759
Males,Croatia,Total,2020,Foreign country and stateless,12697
Males,Croatia,Total,2021,Foreign country and stateless,13801
Males,Croatia,Total,2022,Foreign country and stateless,20176
Males,Croatia,Total,2023,Foreign country and stateless,41417
Males,Croatia,Total,2024,Foreign country and stateless,71028
Males,Hungary,Total,2012,Foreign country and stateless,79794
Males,Hungary,Total,2013,Foreign country and stateless,79161
Males,Hungary,Total,2014,Foreign country and stateless,78649
Males,Hungary,Total,2015,Foreign country and stateless,81634
Males,Hungary,Total,2016,Foreign country and stateless,87570
Males,Hungary,Total,2017,Foreign country and stateless,85004
Males,Hungary,Total,2018,Foreign country and stateless,92702
Males,Hungary,Total,2019,Foreign country and stateless,105478
Males,Hungary,Total,2020,Foreign country and stateless,116913
Males,Hungary,Total,2021,Foreign country and stateless,112468
Males,Hungary,Total,2022,Foreign country and stateless,115460
Males,Hungary,Total,2023,Foreign country and stateless,126441
Males,Hungary,Total,2024,Foreign country and stateless,142076
Males,Ireland,Total,2012,Foreign country and stateless,274386
Males,Ireland,Total,2013,Foreign country and stateless,267989
Males,Ireland,Total,2014,Foreign country and stateless,263873
Males,Ireland,Total,2015,Foreign country and stateless,264477
Males,Ireland,Total,2016,Foreign country and stateless,272445
Males,Ireland,Total,2017,Foreign country and stateless,281631
Males,Ireland,Total,2018,Foreign country and stateless,290224
Males,Ireland,Total,2019,Foreign country and stateless,306874
Males,Ireland,Total,2020,Foreign country and stateless,320621
Males,Ireland,Total,2021,Foreign country and stateless,320436
Males,Ireland,Total,2022,Foreign country and stateless,328442
Males,Ireland,Total,2023,Foreign country and stateless,372752
Males,Ireland,Total,2024,Foreign country and stateless,399508
Males,Iceland,Total,2012,Foreign country and stateless,10714
Males,Iceland,Total,2013,Foreign country and stateless,10898
Males,Iceland,Total,2014,Foreign country and stateless,11654
Males,Iceland,Total,2015,Foreign country and stateless,12598
Males,Iceland,Total,2016,Foreign country and stateless,14003
Males,Iceland,Total,2017,Foreign country and stateless,16691
Males,Iceland,Total,2018,Foreign country and stateless,21901
Males,Iceland,Total,2019,Foreign country and stateless,25986
Males,Iceland,Total,2020,Foreign country and stateless,29061
Males,Iceland,Total,2021,Foreign country and stateless,29641
Males,Iceland,Total,2022,Foreign country and stateless,31726
Males,Iceland,Total,2023,Foreign country and stateless,37621
Males,Iceland,Total,2024,Foreign country and stateless,35904
Males,Italy,Total,2012,Foreign country and stateless,2022797
Males,Italy,Total,2013,Foreign country and stateless,2168037
Males,Italy,Total,2014,Foreign country and stateless,2252743
Males,Italy,Total,2015,Foreign country and stateless,2270954
Males,Italy,Total,2016,Foreign country and stateless,2277217
Males,Italy,Total,2017,Foreign country and stateless,2284218
Males,Italy,Total,2018,Foreign country and stateless,2338162
Males,Italy,Total,2019,Foreign country and stateless,2414285
Males,Italy,Total,2020,Foreign country and stateless,2431678
Males,Italy,Total,2021,Foreign country and stateless,2524644
Males,Italy,Total,2022,Foreign country and stateless,2468202
Males,Italy,Total,2023,Foreign country and stateless,2517539
Males,Italy,Total,2024,Foreign country and stateless,2602650
Males,Liechtenstein,Total,2012,Foreign country and stateless,6147
Males,Liechtenstein,Total,2013,Foreign country and stateless,6230
Males,Liechtenstein,Total,2014,Foreign country and stateless,6315
Males,Liechtenstein,Total,2015,Foreign country and stateless,6348
Males,Liechtenstein,Total,2016,Foreign country and stateless,6417
Males,Liechtenstein,Total,2017,Foreign country and stateless,6413
Males,Liechtenstein,Total,2018,Foreign country and stateless,6498
Males,Liechtenstein,Total,2019,Foreign country and stateless,6543
Males,Liechtenstein,Total,2020,Foreign country and stateless,6635
Males,Liechtenstein,Total,2021,Foreign country and stateless,6748
Males,Liechtenstein,Total,2022,Foreign country and stateless,6779
Males,Liechtenstein,Total,2023,Foreign country and stateless,6815
Males,Liechtenstein,Total,2024,Foreign country and stateless,6832
Males,Lithuania,Total,2012,Foreign country and stateless,12453
Males,Lithuania,Total,2013,Foreign country and stateless,11526
Males,Lithuania,Total,2014,Foreign country and stateless,11122
Males,Lithuania,Total,2015,Foreign country and stateless,11196
Males,Lithuania,Total,2016,Foreign country and stateless,10492
Males,Lithuania,Total,2017,Foreign country and stateless,10202
Males,Lithuania,Total,2018,Foreign country and stateless,10593
Males,Lithuania,Total,2019,Foreign country and stateless,11534
Males,Lithuania,Total,2020,Foreign country and stateless,11746
Males,Lithuania,Total,2021,Foreign country and stateless,10820
Males,Lithuania,Total,2022,Foreign country and stateless,23446
Males,Lithuania,Total,2023,Foreign country and stateless,57405
Males,Lithuania,Total,2024,Foreign country and stateless,90413
Males,Latvia,Total,2012,Foreign country and stateless,150472
Males,Latvia,Total,2013,Foreign country and stateless,146416
Males,Latvia,Total,2014,Foreign country and stateless,141469
Males,Latvia,Total,2015,Foreign country and stateless,139000
Males,Latvia,Total,2016,Foreign country and stateless,134936
Males,Latvia,Total,2017,Foreign country and stateless,130318
Males,Latvia,Total,2018,Foreign country and stateless,127713
Males,Latvia,Total,2019,Foreign country and stateless,126128
Males,Latvia,Total,2020,Foreign country and stateless,124023
Males,Latvia,Total,2021,Foreign country and stateless,120469
Males,Latvia,Total,2022,Foreign country and stateless,117612
Males,Latvia,Total,2023,Foreign country and stateless,124189
Males,Latvia,Total,2024,Foreign country and stateless,123178
Males,Malta,Total,2012,Foreign country and stateless,10668
Males,Malta,Total,2013,Foreign country and stateless,12445
Males,Malta,Total,2014,Foreign country and stateless,16132
Males,Malta,Total,2015,Foreign country and stateless,21914
Males,Malta,Total,2016,Foreign country and stateless,27442
Males,Malta,Total,2017,Foreign country and stateless,32084
Males,Malta,Total,2018,Foreign country and stateless,40620
Males,Malta,Total,2019,Foreign country and stateless,51695
Males,Malta,Total,2020,Foreign country and stateless,65780
Males,Malta,Total,2021,Foreign country and stateless,66497
Males,Malta,Total,2022,Foreign country and stateless,69133
Males,Malta,Total,2023,Foreign country and stateless,83119
Males,Malta,Total,2024,Foreign country and stateless,96828
Males,Netherlands,Total,2012,Foreign country and stateless,338363
Males,Netherlands,Total,2013,Foreign country and stateless,346802
Males,Netherlands,Total,2014,Foreign country and stateless,356555
Males,Netherlands,Total,2015,Foreign country and stateless,377188
Males,Netherlands,Total,2016,Foreign country and stateless,410492
Males,Netherlands,Total,2017,Foreign country and stateless,454937
Males,Netherlands,Total,2018,Foreign country and stateless,492687
Males,Netherlands,Total,2019,Foreign country and stateless,531760
Males,Netherlands,Total,2020,Foreign country and stateless,577056
Males,Netherlands,Total,2021,Foreign country and stateless,586419
Males,Netherlands,Total,2022,Foreign country and stateless,612750
Males,Netherlands,Total,2023,Foreign country and stateless,702765
Males,Netherlands,Total,2024,Foreign country and stateless,758129
Males,Norway,Total,2012,Foreign country and stateless,219368
Males,Norway,Total,2013,Foreign country and stateless,243374
Males,Norway,Total,2014,Foreign country and stateless,262542
Males,Norway,Total,2015,Foreign country and stateless,279496
Males,Norway,Total,2016,Foreign country and stateless,293620
Males,Norway,Total,2017,Foreign country and stateless,304608
Males,Norway,Total,2018,Foreign country and stateless,308950
Males,Norway,Total,2019,Foreign country and stateless,316047
Males,Norway,Total,2020,Foreign country and stateless,327043
Males,Norway,Total,2021,Foreign country and stateless,325881
Males,Norway,Total,2022,Foreign country and stateless,319798
Males,Norway,Total,2023,Foreign country and stateless,328046
Males,Norway,Total,2024,Foreign country and stateless,338016
Males,Poland,Total,2012,Foreign country and stateless,46201
Males,Poland,Total,2013,Foreign country and stateless,50238
Males,Poland,Total,2014,Foreign country and stateless,55013
Males,Poland,Total,2015,Foreign country and stateless,58850
Males,Poland,Total,2016,Foreign country and stateless,84498
Males,Poland,Total,2017,Foreign country and stateless,121994
Males,Poland,Total,2018,Foreign country and stateless,137798
Males,Poland,Total,2019,Foreign country and stateless,168892
Males,Poland,Total,2020,Foreign country and stateless,209953
Males,Poland,Total,2021,Foreign country and stateless,238811
Males,Poland,Total,2022,Foreign country and stateless,235630
Males,Poland,Total,2023,Foreign country and stateless,232444
Males,Poland,Total,2024,Foreign country and stateless,229347
Males,Portugal,Total,2012,Foreign country and stateless,207636
