iccs,geo,TIME_PERIOD,OBS_VALUE
Attempted intentional homicide,Cyprus,2021,1.45
Attempted intentional homicide,Cyprus,2022,1.88
Attempted intentional homicide,Czechia,2008,0.86
Attempted intentional homicide,Czechia,2009,0.73
Attempted intentional homicide,Czechia,2010,0.65
Attempted intentional homicide,Czechia,2011,0.86
Attempted intentional homicide,Czechia,2012,0.89
Attempted intentional homicide,Czechia,2013,0.87
Attempted intentional homicide,Czechia,2014,0.75
Attempted intentional homicide,Czechia,2015,0.64
Attempted intentional homicide,Czechia,2016,0.67
Attempted intentional homicide,Czechia,2017,0.43
Attempted intentional homicide,Czechia,2018,0.41
Attempted intentional homicide,Czechia,2019,0.58
Attempted intentional homicide,Czechia,2020,0.64
Attempted intentional homicide,Czechia,2021,0.55
Attempted intentional homicide,Czechia,2022,0.6
Attempted intentional homicide,Germany,2008,1.96
Attempted intentional homicide,Germany,2009,2.01
Attempted intentional homicide,Germany,2010,1.98
Attempted intentional homicide,Germany,2011,1.94
Attempted intentional homicide,Germany,2012,1.98
Attempted intentional homicide,Germany,2013,1.98
Attempted intentional homicide,Germany,2014,2.01
Attempted intentional homicide,Germany,2015,1.91
Attempted intentional homicide,Germany,2016,2.14
Attempted intentional homicide,Germany,2017,2.09
Attempted intentional homicide,Germany,2018,2.33
Attempted intentional homicide,Germany,2019,2.18
Attempted intentional homicide,Germany,2020,2.13
Attempted intentional homicide,Germany,2021,1.87
Attempted intentional homicide,Germany,2022,2.07
Attempted intentional homicide,Denmark,2008,3.59
Attempted intentional homicide,Denmark,2009,3.77
Attempted intentional homicide,Denmark,2010,2.75
Attempted intentional homicide,Denmark,2011,2.66
Attempted intentional homicide,Denmark,2012,2.54
Attempted intentional homicide,Denmark,2013,2.95
Attempted intentional homicide,Denmark,2014,2.63
Attempted intentional homicide,Denmark,2015,2.49
Attempted intentional homicide,Denmark,2016,3.4
Attempted intentional homicide,Denmark,2017,3.69
Attempted intentional homicide,Denmark,2018,3.62
Attempted intentional homicide,Denmark,2019,2.57
Attempted intentional homicide,Denmark,2020,2.59
Attempted intentional homicide,Denmark,2021,2.28
Attempted intentional homicide,Denmark,2022,2.38
Attempted intentional homicide,Estonia,2008,1.49
Attempted intentional homicide,Estonia,2009,1.87
Attempted intentional homicide,Estonia,2010,1.05
Attempted intentional homicide,Estonia,2011,2.63
Attempted intentional homicide,Estonia,2012,1.28
Attempted intentional homicide,Estonia,2013,0.76
Attempted intentional homicide,Estonia,2014,1.06
Attempted intentional homicide,Estonia,2015,1.29
Attempted intentional homicide,Estonia,2016,0.84
Attempted intentional homicide,Estonia,2017,1.22
Attempted intentional homicide,Estonia,2018,1.36
Attempted intentional homicide,Estonia,2019,0.83
Attempted intentional homicide,Estonia,2020,0.98
Attempted intentional homicide,Estonia,2021,0.68
Attempted intentional homicide,Estonia,2022,0.68
Attempted intentional homicide,Greece,2008,1.48
Attempted intentional homicide,Greece,2009,1.69
Attempted intentional homicide,Greece,2010,1.74
Attempted intentional homicide,Greece,2011,1.64
Attempted intentional homicide,Greece,2012,1.67
Attempted intentional homicide,Greece,2013,1.61
Attempted intentional homicide,Greece,2014,1.42
Attempted intentional homicide,Greece,2015,1.56
Attempted intentional homicide,Greece,2016,1.22
Attempted intentional homicide,Greece,2017,1.39
Attempted intentional homicide,Greece,2018,1.15
Attempted intentional homicide,Greece,2019,1.09
Attempted intentional homicide,Greece,2020,1.2
Attempted intentional homicide,Greece,2021,1.42
Attempted intentional homicide,Greece,2022,1.6
Attempted intentional homicide,Spain,2008,1.94
Attempted intentional homicide,Spain,2009,1.8
Attempted intentional homicide,Spain,2010,1.65
Attempted intentional homicide,Spain,2011,1.75
Attempted intentional homicide,Spain,2012,1.63
Attempted intentional homicide,Spain,2013,1.42
Attempted intentional homicide,Spain,2014,1.56
Attempted intentional homicide,Spain,2015,1.54
Attempted intentional homicide,Spain,2016,1.75
Attempted intentional homicide,Spain,2017,1.76
Attempted intentional homicide,Spain,2018,1.78
Attempted intentional homicide,Spain,2019,1.78
Attempted intentional homicide,Spain,2020,2.07
Attempted intentional homicide,Spain,2021,2.18
Attempted intentional homicide,Spain,2022,2.56
Attempted intentional homicide,Finland,2008,6.85
Attempted intentional homicide,Finland,2009,6.87
Attempted intentional homicide,Finland,2010,5.74
Attempted intentional homicide,Finland,2011,5.73
Attempted intentional homicide,Finland,2012,6.46
Attempted intentional homicide,Finland,2013,4.86
Attempted intentional homicide,Finland,2014,6.0
Attempted intentional homicide,Finland,2015,5.46
Attempted intentional homicide,Finland,2016,5.67
Attempted intentional homicide,Finland,2017,6.32
Attempted intentional homicide,Finland,2018,6.44
Attempted intentional homicide,Finland,2019,5.96
Attempted intentional homicide,Finland,2020,6.93
Attempted intentional homicide,Finland,2021,6.76
Attempted intentional homicide,Finland,2022,6.29
Attempted intentional homicide,France,2008,1.82
Attempted intentional homicide,France,2009,1.67
Attempted intentional homicide,France,2010,1.87
Attempted intentional homicide,France,2011,2.04
Attempted intentional homicide,France,2012,2.39
Attempted intentional homicide,France,2013,2.29
Attempted intentional homicide,France,2014,2.54
Attempted intentional homicide,France,2015,3.18
Attempted intentional homicide,France,2016,3.39
Attempted intentional homicide,France,2017,3.43
Attempted intentional homicide,France,2018,3.72
Attempted intentional homicide,France,2019,4.05
Attempted intentional homicide,France,2020,4.63
Attempted intentional homicide,France,2021,4.64
Attempted intentional homicide,France,2022,5.28
Attempted intentional homicide,Croatia,2010,2.91
Attempted intentional homicide,Croatia,2011,2.87
Attempted intentional homicide,Croatia,2012,2.36
Attempted intentional homicide,Croatia,2013,2.96
Attempted intentional homicide,Croatia,2014,2.66
Attempted intentional homicide,Croatia,2015,2.49
Attempted intentional homicide,Croatia,2016,2.22
Attempted intentional homicide,Croatia,2017,3.01
Attempted intentional homicide,Croatia,2018,2.19
Attempted intentional homicide,Croatia,2019,2.4
Attempted intentional homicide,Croatia,2020,2.66
Attempted intentional homicide,Croatia,2021,2.55
Attempted intentional homicide,Croatia,2022,2.8
Attempted intentional homicide,Hungary,2008,1.44
Attempted intentional homicide,Hungary,2009,1.36
Attempted intentional homicide,Hungary,2010,1.43
Attempted intentional homicide,Hungary,2011,1.33
Attempted intentional homicide,Hungary,2012,1.09
Attempted intentional homicide,Hungary,2013,1.06
Attempted intentional homicide,Hungary,2014,1.07
Attempted intentional homicide,Hungary,2015,0.87
Attempted intentional homicide,Hungary,2016,0.99
Attempted intentional homicide,Hungary,2017,0.73
Attempted intentional homicide,Hungary,2018,0.6
Attempted intentional homicide,Hungary,2019,0.56
Attempted intentional homicide,Hungary,2020,0.94
Attempted intentional homicide,Hungary,2021,0.65
Attempted intentional homicide,Hungary,2022,1.02
Attempted intentional homicide,Ireland,2008,0.24
Attempted intentional homicide,Ireland,2009,0.15
Attempted intentional homicide,Ireland,2010,0.15
Attempted intentional homicide,Ireland,2011,0.17
Attempted intentional homicide,Ireland,2012,0.19
Attempted intentional homicide,Ireland,2013,0.28
Attempted intentional homicide,Ireland,2014,0.33
Attempted intentional homicide,Ireland,2015,0.28
Attempted intentional homicide,Ireland,2016,0.51
Attempted intentional homicide,Ireland,2017,0.27
Attempted intentional homicide,Ireland,2018,0.29
Attempted intentional homicide,Ireland,2019,0.55
Attempted intentional homicide,Ireland,2020,0.38
Attempted intentional homicide,Ireland,2021,0.32
Attempted intentional homicide,Ireland,2022,0.24
Attempted intentional homicide,Iceland,2009,1.25
Attempted intentional homicide,Iceland,2010,1.26
Attempted intentional homicide,Iceland,2011,0.94
Attempted intentional homicide,Iceland,2012,1.88
Attempted intentional homicide,Iceland,2013,1.55
Attempted intentional homicide,Iceland,2014,1.54
Attempted intentional homicide,Iceland,2015,0.3
Attempted intentional homicide,Iceland,2016,1.8
Attempted intentional homicide,Iceland,2017,2.36
Attempted intentional homicide,Iceland,2018,1.43
Attempted intentional homicide,Iceland,2019,0.56
Attempted intentional homicide,Iceland,2020,1.37
Attempted intentional homicide,Iceland,2021,2.17
Attempted intentional homicide,Iceland,2022,3.19
Attempted intentional homicide,Italy,2008,2.76
Attempted intentional homicide,Italy,2009,2.28
Attempted intentional homicide,Italy,2010,2.21
Attempted intentional homicide,Italy,2011,2.36
Attempted intentional homicide,Italy,2012,2.23
Attempted intentional homicide,Italy,2013,2.05
Attempted intentional homicide,Italy,2014,2.06
Attempted intentional homicide,Italy,2015,1.98
Attempted intentional homicide,Italy,2016,1.78
Attempted intentional homicide,Italy,2017,1.81
Attempted intentional homicide,Italy,2018,1.74
Attempted intentional homicide,Italy,2019,1.7
Attempted intentional homicide,Italy,2020,1.47
Attempted intentional homicide,Italy,2021,1.57
Attempted intentional homicide,Italy,2022,1.72
Attempted intentional homicide,Liechtenstein,2008,2.83
Attempted intentional homicide,Liechtenstein,2009,0.0
Attempted intentional homicide,Liechtenstein,2010,0.0
Attempted intentional homicide,Liechtenstein,2011,8.3
Attempted intentional homicide,Liechtenstein,2012,0.0
Attempted intentional homicide,Liechtenstein,2013,0.0
Attempted intentional homicide,Liechtenstein,2014,2.69
Attempted intentional homicide,Liechtenstein,2015,0.0
Attempted intentional homicide,Liechtenstein,2016,0.0
Attempted intentional homicide,Liechtenstein,2019,2.61
Attempted intentional homicide,Liechtenstein,2021,10.24
Attempted intentional homicide,Liechtenstein,2022,0.0
Attempted intentional homicide,Lithuania,2008,0.47
Attempted intentional homicide,Lithuania,2009,0.6
Attempted intentional homicide,Lithuania,2010,0.57
Attempted intentional homicide,Lithuania,2011,0.75
Attempted intentional homicide,Lithuania,2012,0.6
Attempted intentional homicide,Lithuania,2013,0.47
Attempted intentional homicide,Lithuania,2014,0.65
Attempted intentional homicide,Lithuania,2015,0.72
Attempted intentional homicide,Lithuania,2016,0.66
Attempted intentional homicide,Lithuania,2017,0.56
Attempted intentional homicide,Lithuania,2018,1.1
Attempted intentional homicide,Lithuania,2019,0.54
Attempted intentional homicide,Lithuania,2020,0.39
Attempted intentional homicide,Lithuania,2021,0.21
Attempted intentional homicide,Lithuania,2022,0.46
Attempted intentional homicide,Luxembourg,2008,17.36
Attempted intentional homicide,Luxembourg,2009,16.01
Attempted intentional homicide,Luxembourg,2010,15.34
Attempted intentional homicide,Luxembourg,2011,17.39
Attempted intentional homicide,Luxembourg,2012,20.96
Attempted intentional homicide,Luxembourg,2013,15.46
Attempted intentional homicide,Luxembourg,2014,15.28
Attempted intentional homicide,Luxembourg,2015,11.55
Attempted intentional homicide,Luxembourg,2016,12.49
Attempted intentional homicide,Luxembourg,2017,12.53
Attempted intentional homicide,Luxembourg,2018,11.46
Attempted intentional homicide,Luxembourg,2019,9.61
Attempted intentional homicide,Luxembourg,2020,15.33
Attempted intentional homicide,Luxembourg,2021,10.87
Attempted intentional homicide,Luxembourg,2022,13.94
Attempted intentional homicide,Latvia,2008,0.91
Attempted intentional homicide,Latvia,2009,0.0
Attempted intentional homicide,Latvia,2010,0.61
Attempted intentional homicide,Latvia,2011,1.06
Attempted intentional homicide,Latvia,2012,0.64
Attempted intentional homicide,Latvia,2013,0.25
Attempted intentional homicide,Latvia,2014,0.2
Attempted intentional homicide,Latvia,2015,0.1
Attempted intentional homicide,Latvia,2016,0.71
Attempted intentional homicide,Latvia,2017,0.92
Attempted intentional homicide,Latvia,2018,1.19
Attempted intentional homicide,Latvia,2019,1.56
Attempted intentional homicide,Latvia,2020,1.05
Attempted intentional homicide,Latvia,2021,1.0
Attempted intentional homicide,Latvia,2022,1.28
Attempted intentional homicide,Montenegro,2008,2.92
Attempted intentional homicide,Montenegro,2009,6.64
Attempted intentional homicide,Montenegro,2010,6.79
Attempted intentional homicide,Montenegro,2011,2.74
Attempted intentional homicide,Montenegro,2012,2.58
Attempted intentional homicide,Montenegro,2013,6.44
Attempted intentional homicide,Montenegro,2014,8.69
Attempted intentional homicide,Montenegro,2015,6.43
Attempted intentional homicide,Montenegro,2016,5.63
Attempted intentional homicide,Montenegro,2017,8.19
Attempted intentional homicide,Montenegro,2018,5.95
Attempted intentional homicide,Montenegro,2019,6.75
Attempted intentional homicide,Montenegro,2020,5.95
Attempted intentional homicide,Montenegro,2021,5.8
Attempted intentional homicide,Montenegro,2022,4.37
Attempted intentional homicide,North Macedonia,2008,2.0
Attempted intentional homicide,North Macedonia,2009,2.25
Attempted intentional homicide,North Macedonia,2010,1.85
Attempted intentional homicide,North Macedonia,2011,1.9
Attempted intentional homicide,North Macedonia,2012,2.33
Attempted intentional homicide,North Macedonia,2013,2.52
Attempted intentional homicide,North Macedonia,2014,3.63
Attempted intentional homicide,North Macedonia,2015,2.27
Attempted intentional homicide,North Macedonia,2016,2.8
Attempted intentional homicide,North Macedonia,2017,2.7
Attempted intentional homicide,North Macedonia,2019,1.16
Attempted intentional homicide,North Macedonia,2021,1.5
Attempted intentional homicide,North Macedonia,2022,1.58
Attempted intentional homicide,Malta,2008,1.23
Attempted intentional homicide,Malta,2009,1.46
Attempted intentional homicide,Malta,2010,0.97
Attempted intentional homicide,Malta,2011,1.45
Attempted intentional homicide,Malta,2012,1.44
Attempted intentional homicide,Malta,2013,0.71
Attempted intentional homicide,Malta,2014,1.18
Attempted intentional homicide,Malta,2015,0.23
Attempted intentional homicide,Malta,2016,0.22
Attempted intentional homicide,Malta,2017,1.3
Attempted intentional homicide,Malta,2018,1.26
Attempted intentional homicide,Malta,2019,1.01
Attempted intentional homicide,Malta,2020,0.78
Attempted intentional homicide,Malta,2021,1.55
Attempted intentional homicide,Malta,2022,0.96
Attempted intentional homicide,Netherlands,2008,9.14
Attempted intentional homicide,Netherlands,2009,18.45
Attempted intentional homicide,Netherlands,2010,23.17
Attempted intentional homicide,Netherlands,2011,23.76
Attempted intentional homicide,Netherlands,2012,21.61
Attempted intentional homicide,Netherlands,2013,19.43
Attempted intentional homicide,Norway,2008,1.03
Attempted intentional homicide,Norway,2009,0.96
Attempted intentional homicide,Norway,2010,0.97
Attempted intentional homicide,Norway,2011,0.79
Attempted intentional homicide,Norway,2012,1.0
Attempted intentional homicide,Norway,2013,1.13
Attempted intentional homicide,Norway,2014,1.17
Attempted intentional homicide,Norway,2015,1.18
Attempted intentional homicide,Norway,2016,0.79
Attempted intentional homicide,Norway,2017,0.93
Attempted intentional homicide,Norway,2018,1.32
Attempted intentional homicide,Norway,2019,1.28
Attempted intentional homicide,Norway,2020,1.62
Attempted intentional homicide,Norway,2021,1.54
Attempted intentional homicide,Norway,2022,1.42
Attempted intentional homicide,Poland,2008,0.78
Attempted intentional homicide,Poland,2009,0.7
Attempted intentional homicide,Poland,2010,0.63
Attempted intentional homicide,Poland,2011,0.55
Attempted intentional homicide,Poland,2012,0.53
Attempted intentional homicide,Poland,2013,0.61
Attempted intentional homicide,Poland,2014,0.55
Attempted intentional homicide,Poland,2015,0.45
Attempted intentional homicide,Poland,2016,0.45
Attempted intentional homicide,Poland,2017,0.58
Attempted intentional homicide,Poland,2018,0.61
Attempted intentional homicide,Poland,2019,0.77
Attempted intentional homicide,Poland,2020,0.87
Attempted intentional homicide,Poland,2021,0.83
Attempted intentional homicide,Poland,2022,0.63
Attempted intentional homicide,Romania,2008,1.99
Attempted intentional homicide,Romania,2009,1.89
Attempted intentional homicide,Romania,2010,2.39
Attempted intentional homicide,Romania,2011,2.34
Attempted intentional homicide,Romania,2012,2.94
Attempted intentional homicide,Romania,2013,2.97
Attempted intentional homicide,Romania,2014,2.47
Attempted intentional homicide,Romania,2015,2.43
Attempted intentional homicide,Romania,2016,2.22
Attempted intentional homicide,Romania,2017,1.95
Attempted intentional homicide,Romania,2018,2.28
Attempted intentional homicide,Romania,2019,1.86
Attempted intentional homicide,Romania,2020,1.73
Attempted intentional homicide,Romania,2021,1.56
Attempted intentional homicide,Romania,2022,1.57
Attempted intentional homicide,Serbia,2008,2.77
Attempted intentional homicide,Serbia,2009,2.88
Attempted intentional homicide,Serbia,2010,2.79
Attempted intentional homicide,Serbia,2011,2.56
Attempted intentional homicide,Serbia,2012,2.81
Attempted intentional homicide,Serbia,2013,3.08
