hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE
Total,Total,Percentage,Latvia,2024,45.3
Total,Total,Percentage,Montenegro,2015,72.8
Total,Total,Percentage,Montenegro,2016,71.2
Total,Total,Percentage,Montenegro,2017,73.0
Total,Total,Percentage,Montenegro,2018,71.5
Total,Total,Percentage,Montenegro,2019,58.1
Total,Total,Percentage,Montenegro,2020,62.2
Total,Total,Percentage,Montenegro,2021,61.6
Total,Total,Percentage,Montenegro,2022,59.6
Total,Total,Percentage,North Macedonia,2015,58.5
Total,Total,Percentage,North Macedonia,2016,58.5
Total,Total,Percentage,North Macedonia,2017,56.8
Total,Total,Percentage,North Macedonia,2018,54.2
Total,Total,Percentage,North Macedonia,2019,57.3
Total,Total,Percentage,North Macedonia,2020,50.9
Total,Total,Percentage,Malta,2015,21.4
Total,Total,Percentage,Malta,2016,20.8
Total,Total,Percentage,Malta,2017,15.6
Total,Total,Percentage,Malta,2018,13.9
Total,Total,Percentage,Malta,2019,15.1
Total,Total,Percentage,Malta,2020,16.3
Total,Total,Percentage,Malta,2021,15.7
Total,Total,Percentage,Malta,2022,15.4
Total,Total,Percentage,Malta,2023,15.9
Total,Total,Percentage,Netherlands,2015,22.9
Total,Total,Percentage,Netherlands,2016,22.5
Total,Total,Percentage,Netherlands,2017,20.7
Total,Total,Percentage,Netherlands,2018,21.5
Total,Total,Percentage,Netherlands,2019,21.9
Total,Total,Percentage,Netherlands,2020,19.1
Total,Total,Percentage,Netherlands,2021,15.1
Total,Total,Percentage,Netherlands,2022,14.6
Total,Total,Percentage,Netherlands,2023,15.9
Total,Total,Percentage,Netherlands,2024,16.9
Total,Total,Percentage,Norway,2015,16.8
Total,Total,Percentage,Norway,2016,18.1
Total,Total,Percentage,Norway,2017,17.4
Total,Total,Percentage,Norway,2018,19.7
Total,Total,Percentage,Norway,2019,24.7
Total,Total,Percentage,Norway,2020,20.1
Total,Total,Percentage,Norway,2021,23.4
Total,Total,Percentage,Norway,2022,22.0
Total,Total,Percentage,Norway,2023,24.2
Total,Total,Percentage,Norway,2024,23.6
Total,Total,Percentage,Poland,2015,42.3
Total,Total,Percentage,Poland,2016,37.9
Total,Total,Percentage,Poland,2017,34.8
Total,Total,Percentage,Poland,2018,31.7
Total,Total,Percentage,Poland,2019,29.3
Total,Total,Percentage,Poland,2020,25.7
Total,Total,Percentage,Poland,2021,24.5
Total,Total,Percentage,Poland,2022,27.1
Total,Total,Percentage,Poland,2023,25.7
Total,Total,Percentage,Portugal,2015,40.7
Total,Total,Percentage,Portugal,2016,38.3
Total,Total,Percentage,Portugal,2017,36.9
Total,Total,Percentage,Portugal,2018,34.7
Total,Total,Percentage,Portugal,2019,33.0
Total,Total,Percentage,Portugal,2020,30.8
Total,Total,Percentage,Portugal,2021,31.2
Total,Total,Percentage,Portugal,2022,29.9
Total,Total,Percentage,Portugal,2023,30.5
Total,Total,Percentage,Romania,2015,51.4
Total,Total,Percentage,Romania,2016,54.5
Total,Total,Percentage,Romania,2017,52.5
Total,Total,Percentage,Romania,2018,45.9
Total,Total,Percentage,Romania,2019,44.3
Total,Total,Percentage,Romania,2020,47.3
Total,Total,Percentage,Romania,2021,47.3
Total,Total,Percentage,Romania,2022,47.9
Total,Total,Percentage,Romania,2023,46.4
Total,Total,Percentage,Romania,2024,40.0
Total,Total,Percentage,Serbia,2015,47.3
Total,Total,Percentage,Serbia,2016,48.3
Total,Total,Percentage,Serbia,2017,44.1
Total,Total,Percentage,Serbia,2018,39.8
Total,Total,Percentage,Serbia,2019,36.8
Total,Total,Percentage,Serbia,2020,36.5
Total,Total,Percentage,Serbia,2021,35.4
Total,Total,Percentage,Serbia,2022,35.0
Total,Total,Percentage,Serbia,2023,34.5
Total,Total,Percentage,Sweden,2015,19.8
Total,Total,Percentage,Sweden,2016,20.7
Total,Total,Percentage,Sweden,2017,19.7
Total,Total,Percentage,Sweden,2018,20.2
Total,Total,Percentage,Sweden,2019,20.5
Total,Total,Percentage,Sweden,2020,19.8
Total,Total,Percentage,Sweden,2021,18.4
Total,Total,Percentage,Sweden,2022,21.2
Total,Total,Percentage,Sweden,2023,21.8
Total,Total,Percentage,Sweden,2024,22.3
Total,Total,Percentage,Slovenia,2015,42.9
Total,Total,Percentage,Slovenia,2016,41.7
Total,Total,Percentage,Slovenia,2017,37.1
Total,Total,Percentage,Slovenia,2018,33.1
Total,Total,Percentage,Slovenia,2019,33.0
Total,Total,Percentage,Slovenia,2020,29.6
Total,Total,Percentage,Slovenia,2021,24.6
Total,Total,Percentage,Slovenia,2022,24.6
Total,Total,Percentage,Slovenia,2023,22.7
Total,Total,Percentage,Slovenia,2024,23.2
Total,Total,Percentage,Slovakia,2015,36.7
Total,Total,Percentage,Slovakia,2016,37.9
Total,Total,Percentage,Slovakia,2017,34.6
Total,Total,Percentage,Slovakia,2018,31.5
Total,Total,Percentage,Slovakia,2019,30.0
Total,Total,Percentage,Slovakia,2020,26.1
Total,Total,Percentage,Slovakia,2021,27.0
Total,Total,Percentage,Slovakia,2022,27.0
Total,Total,Percentage,Slovakia,2023,29.3
Total,Total,Percentage,Türkiye,2015,32.6
Total,Total,Percentage,Türkiye,2016,34.4
Total,Total,Percentage,Türkiye,2017,31.7
Total,Total,Percentage,Türkiye,2018,30.4
Total,Total,Percentage,Türkiye,2019,29.7
Total,Total,Percentage,Türkiye,2020,32.2
Total,Total,Percentage,Türkiye,2021,33.4
Total,Total,Percentage,Türkiye,2022,31.1
Total,Total,Percentage,Türkiye,2023,31.8
Total,Total,Percentage,United Kingdom,2015,38.4
Total,Total,Percentage,United Kingdom,2016,38.0
Total,Total,Percentage,United Kingdom,2017,32.9
Total,Total,Percentage,United Kingdom,2018,34.6
Total,Total,Percentage,Kosovo*,2018,47.3
