citizen,unit,geo,TIME_PERIOD,OBS_VALUE
Total,Per hundred thousand inhabitants,Slovenia,2014,73.84
Total,Per hundred thousand inhabitants,Slovenia,2015,67.82
Total,Per hundred thousand inhabitants,Slovenia,2016,63.37
Total,Per hundred thousand inhabitants,Slovenia,2018,65.12
Total,Per hundred thousand inhabitants,Slovenia,2019,67.09
Total,Per hundred thousand inhabitants,Slovenia,2020,69.14
Total,Per hundred thousand inhabitants,Slovenia,2021,53.86
Total,Per hundred thousand inhabitants,Slovenia,2022,65.49
Total,Per hundred thousand inhabitants,Slovakia,2013,180.25
Total,Per hundred thousand inhabitants,Slovakia,2014,185.01
Total,Per hundred thousand inhabitants,Slovakia,2015,182.85
Total,Per hundred thousand inhabitants,Slovakia,2016,184.2
Total,Per hundred thousand inhabitants,Slovakia,2017,184.5
Total,Per hundred thousand inhabitants,Slovakia,2018,189.12
Total,Per hundred thousand inhabitants,Slovakia,2019,193.65
Total,Per hundred thousand inhabitants,Slovakia,2020,192.73
Total,Per hundred thousand inhabitants,Slovakia,2021,185.06
Total,Per hundred thousand inhabitants,Slovakia,2022,181.04
Total,Per hundred thousand inhabitants,Türkiye,2013,192.35
Total,Per hundred thousand inhabitants,Türkiye,2014,207.91
Total,Per hundred thousand inhabitants,Türkiye,2015,229.43
Total,Per hundred thousand inhabitants,Türkiye,2016,254.92
Total,Per hundred thousand inhabitants,Türkiye,2017,292.45
Total,Per hundred thousand inhabitants,Türkiye,2018,327.73
Total,Per hundred thousand inhabitants,Türkiye,2019,355.53
Total,Per hundred thousand inhabitants,Türkiye,2020,322.15
Total,Per hundred thousand inhabitants,Türkiye,2021,356.23
Total,Per hundred thousand inhabitants,Türkiye,2022,403.04
Total,Per hundred thousand inhabitants,England and Wales,2013,144.27
Total,Per hundred thousand inhabitants,England and Wales,2014,146.35
Total,Per hundred thousand inhabitants,England and Wales,2015,146.42
Total,Per hundred thousand inhabitants,England and Wales,2016,143.78
Total,Per hundred thousand inhabitants,England and Wales,2017,144.19
Total,Per hundred thousand inhabitants,England and Wales,2018,138.91
Total,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,148.38
Total,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,144.84
Total,Per hundred thousand inhabitants,Scotland (NUTS 2021),2015,144.57
Total,Per hundred thousand inhabitants,Scotland (NUTS 2021),2016,140.64
Total,Per hundred thousand inhabitants,Scotland (NUTS 2021),2017,137.34
Total,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,98.32
Total,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,93.02
Total,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,78.34
Total,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,75.7
Total,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,75.59
Total,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2018,75.0
Total,Per hundred thousand inhabitants,Kosovo*,2016,93.02
Total,Per hundred thousand inhabitants,Kosovo*,2017,95.82
Total,Per hundred thousand inhabitants,Kosovo*,2018,87.13
Total,Per hundred thousand inhabitants,Kosovo*,2019,100.58
Total,Per hundred thousand inhabitants,Kosovo*,2020,78.33
