unit,indic_il,citizen,sex,age,geo,TIME_PERIOD,OBS_VALUE
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Luxembourg,2020,34152.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Luxembourg,2021,38529.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Luxembourg,2022,43629.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Luxembourg,2023,43149.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Luxembourg,2024,47810.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2015,6079.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2016,5894.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2017,8756.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2018,8887.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2019,10303.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2020,9733.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2021,10725.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2022,13576.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2023,13835.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Latvia,2024,13952.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Montenegro,2017,3690.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Montenegro,2018,5251.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Montenegro,2019,4698.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Montenegro,2020,5469.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Montenegro,2021,5167.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Montenegro,2022,5643.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,North Macedonia,2015,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,North Macedonia,2016,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,North Macedonia,2017,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,North Macedonia,2018,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,North Macedonia,2019,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,North Macedonia,2020,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Malta,2015,15212.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Malta,2016,16844.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Malta,2017,17697.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Malta,2018,18108.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Malta,2019,16060.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Malta,2020,19404.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Malta,2021,21486.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Malta,2022,22541.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Malta,2023,24534.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2015,21179.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2016,21384.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2017,22359.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2018,22755.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2019,24015.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2020,22553.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2021,24994.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2022,29401.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2023,26255.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Netherlands,2024,29095.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2015,38008.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2016,37145.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2017,36236.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2018,35529.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2019,36742.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2020,39430.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2021,35540.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2022,37154.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2023,41097.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Norway,2024,39105.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Poland,2015,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Poland,2016,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Poland,2017,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Poland,2018,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Poland,2019,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Poland,2020,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Poland,2021,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Poland,2022,12551.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Poland,2023,14148.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Portugal,2015,10881.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Portugal,2016,10333.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Portugal,2017,8880.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Portugal,2018,9686.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Portugal,2019,10826.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Portugal,2020,12595.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Portugal,2021,11557.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Portugal,2022,10979.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Portugal,2023,10300.0
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Romania,2015,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Romania,2016,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Romania,2017,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Romania,2018,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Romania,2019,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Romania,2020,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Romania,2022,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Romania,2023,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Romania,2024,
Euro,Median equivalised net income,EU27 countries (from 2020) except reporting country,Total,18 years or over,Serbia,2015,3033.0
