unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Poland,2017,5.9
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Poland,2018,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Poland,2019,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Poland,2020,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Poland,2021,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Poland,2022,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Poland,2023,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2014,10.7
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2015,13.6
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2016,13.1
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2017,14.0
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2018,16.7
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2019,14.8
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2020,13.9
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2021,14.1
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2022,12.3
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Portugal,2023,11.7
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Romania,2015,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Romania,2016,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Romania,2018,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Romania,2019,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Romania,2020,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Romania,2021,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Romania,2022,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Romania,2023,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2014,1.3
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2015,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2016,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2017,1.1
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2018,1.5
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2019,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2020,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2021,1.0
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2022,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Serbia,2023,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2014,61.3
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2015,58.2
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2016,57.7
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2017,60.8
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2018,62.7
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2019,61.9
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2020,71.4
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2021,72.3
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2022,67.6
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Sweden,2023,68.4
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2014,1.5
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2015,1.9
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2016,2.3
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2017,2.6
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2018,3.0
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2019,2.8
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2020,2.5
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2021,2.8
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2022,3.5
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovenia,2023,2.9
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2014,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2015,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2016,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2017,2.5
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2018,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2019,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2020,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2021,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2022,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,Slovakia,2023,
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2014,831.4
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2015,963.1
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2016,1027.1
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2017,1083.8
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2018,1070.4
Thousand persons,Females,From 15 to 64 years,EU27 countries (from 2020) except reporting country,United Kingdom,2019,1112.9
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2014,244.8
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2015,253.2
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2016,282.5
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2017,293.7
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2018,311.2
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2019,321.0
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2020,329.8
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2021,331.7
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2022,382.1
Thousand persons,Females,From 15 to 64 years,Foreign country,Austria,2023,403.1
Thousand persons,Females,From 15 to 64 years,Foreign country,Bosnia and Herzegovina,2021,1.4
Thousand persons,Females,From 15 to 64 years,Foreign country,Bosnia and Herzegovina,2022,0.7
Thousand persons,Females,From 15 to 64 years,Foreign country,Bosnia and Herzegovina,2023,
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2014,186.9
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2015,204.0
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2016,200.7
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2017,211.9
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2018,214.6
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2019,225.0
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2020,218.8
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2021,234.2
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2022,269.7
Thousand persons,Females,From 15 to 64 years,Foreign country,Belgium,2023,275.9
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2014,
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2015,
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2016,
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2017,
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2018,
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2019,
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2020,
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2021,
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2022,
Thousand persons,Females,From 15 to 64 years,Foreign country,Bulgaria,2023,
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2014,447.4
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2015,464.8
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2016,484.9
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2017,484.4
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2018,500.3
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2019,517.1
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2020,523.9
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2021,523.2
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2022,537.1
Thousand persons,Females,From 15 to 64 years,Foreign country,Switzerland,2023,566.5
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2014,42.1
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2015,40.3
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2016,37.6
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2017,38.6
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2018,39.2
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2019,46.7
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2020,48.3
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2021,49.2
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2022,52.4
Thousand persons,Females,From 15 to 64 years,Foreign country,Cyprus,2023,60.5
Thousand persons,Females,From 15 to 64 years,Foreign country,Czechia,2014,38.6
Thousand persons,Females,From 15 to 64 years,Foreign country,Czechia,2015,42.5
